GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
30C5FD7D-2EFE-24B1-A212-A29846C5FAE8;Как помочь ребенку перестать болеть;Wxe9CKeRWJk;;;;;;;;;
36246987-AEA3-8E6F-3412-3793221204A6;Как снять приступ мерцательной аритмии;;;;;;;;;;
02B0A53D-575B-E1B1-E8F4-5BAE414FA334;Как снять воспаление с аденоидов;;;;;;;;;;
F89C5517-38DB-F148-1817-4596C7315698;Какие лекарства помогают от глистов;;;;;;;;;;
3B22B3D3-D55C-8684-93B0-9AC7E5CDD806;Что покажет самое первое УЗИ при беременности;;;;;;;;;;
509D5500-33E9-0195-724A-9654445B0443;Что могут означать приступы тошноты;;;;;;;;;;
3430FB45-81A9-BA96-26FA-FB1E6EB66D7B;Что такое небулайзер;sgJS9cOL8gw;;;;;;;;;
D9CBD1B9-DBB9-BAC0-BA48-358F770C502F;Как снять боль в кисти руки при вывихе;;;;;;;;;;
3EA78E4D-7813-59CB-BD4A-F77F55912C6D;Какая мазь помогает от стрептодермии;;;;;;;;;;
65756AD1-0109-74E3-3E74-8194C2317355;Основные этапы лечения ангины;vPZVo7nKmgA;;;;;;;;;
B1673E9A-51F5-1CB0-833D-4CA084C0C169;Как облегчить состояние при аллергии;8L1xUiZgsCo;;;;;;;;;
E098B9F1-52E0-88DA-59E5-94BE192AEF06;Как перестать болеть ребенку;rK8wCMYvM04;;;;;;;;;
D1823F62-99FE-E8B3-B14B-F72614C19492;Как применять черный тмин и чем он полезен;;;;;;;;;;
71CB6E7E-7C72-93E8-9145-305547CA4656;Как облегчить боли в животе;;;;;;;;;;
D4A9071E-8E2D-E7DF-D28F-108707FBD4A2;Как пить антибиотик при воспалении легких;;;;;;;;;;
5E57E8AE-234F-AF80-E16F-10EB508334BB;Как есть с переломом челюсти;;;;;;;;;;
C5F59175-DEED-2E3A-093E-9F52235AB084;Как перестать хрустеть шеей;;;;;;;;;;
A53D6B94-6CB5-C5F4-E027-20D21DF0F62C;Можно ли восстановить эмаль зубов;#NAME?;;;;;;;;;
EF552D9A-98A7-BF5A-6C0A-FD04C24E20C0;Какая мазь помогает от радикулита;;;;;;;;;;
76A07063-D61B-190F-7828-230886253369;Как снять бронхоспазм у ребенка;;;;;;;;;;
A815577E-E594-05A3-D7C6-BA8CD9B34F2B;Как пересаживают легкие;MTMVAefJpm8;;;;;;;;;
3E9FD312-7F6A-04EF-C228-5DCEA22F794D;От каких болезней помогает имбирь;;;;;;;;;;
79A384AE-50A1-CD6E-E32F-CB95C2A4A30D;Как делают пересадку сердца;;;;;;;;;;
206D7CD8-4E70-6526-FA7C-C0C93946678F;Как пережить болезненные месячные;yTNVPYmxFKo;;;;;;;;;
7CAC29F7-5119-DB9A-C379-4559D6697623;Как сбить температуру новорожденному;#NAME?;;;;;;;;;
6E154E86-2571-F48C-D72F-38B2573E7B95;Какие травы можно пить беременным;PXgThpuLraM;;;;;;;;;
511095DA-3267-39CB-EACB-8A3AE3CF7EFB;Как избавиться от сильнейших суставных болей;;;;;;;;;;
35191FC5-0F98-1E67-F1C7-F7E3A5C0CE9A;Лечение дисплазии тазобедренного сустава у новорожденного;;;;;;;;;;
09090535-853C-17AA-DFFD-5CA7EF6A077A;Как справляться с отеками при беременности;;;;;;;;;;
1552A1C4-F91D-80EB-71A3-558801AAEFE7;Как делают лазерную операцию на глазах;;;;;;;;;;
0508C07D-CFF1-95A8-9E12-90A2913900E1;Для чего делают стимуляцию родов;;;;;;;;;;
E9B4EB35-61A9-F0CE-B2BE-F83074AE34CF;Как избавиться от наркозависимости;L5Mp9Vfcx_c;;;;;;;;;
7A2E3E5D-23A0-3FBD-BA55-463A91BBEABB;Где используют лапароскопию;CdbmLpJ98H4;;;;;;;;;
41CB5225-1A67-C5FF-6CAA-D8B6A1E5ED7A;Как избавиться от ячменя во время беременности народными средствами;;;;;;;;;;
CFB8CF3F-A000-4E47-5F44-92E8658FE02A;Как самостоятельно избавиться от растяжек;;;;;;;;;;
79419AD7-FE13-382B-E0BA-3C5C41511C96;Как снять отек народными средствами;;;;;;;;;;
170BBAEF-5117-8811-CDDF-364BE52DEF38;Пищевое отравление, как оказать первую помощь;Z0b-1uv907E;;;;;;;;;
041F707A-1281-498C-B4A0-B0F207CAC634;Противопоказания к гирудотерапии;;;;;;;;;;
0D418A96-45BA-1A85-40A7-AD2FDF60295E;Первая помощь при цистите;BAP2QA-coz8;;;;;;;;;
7B5030CA-C4F0-057A-051F-9D69D658EEFA;Как проходит шинирование зуба;N9M2Zzv8evc;;;;;;;;;
8578E620-5FD7-76C7-2358-3EC5A3CC5E22;Как делают ринопластику в 2018 году;gH6Czckyzy0;;;;;;;;;
230D0826-3404-6083-D7AE-B2FB494E01F9;Какой препарат помогает от молочницы;;;;;;;;;;
D2FECAE3-7D53-05B3-C62B-EF85875F880E;Как понизить сахар в моче;#NAME?;;;;;;;;;
50D6CD54-6BEA-5756-2057-CC97BF2B0434;Методы лечения хронического гайморита;;;;;;;;;;
9F468ABD-C1D4-EA99-FE37-9730C50B9EEE;Какой антибиотик принимать от гайморита;ImwYhFOIv2Q;;;;;;;;;
F03AA996-CCA9-1D97-A063-045AC83F2FE9;Как самостоятельно избавиться от невроза;7j-0DnHhzUk;;;;;;;;;
269784C4-3EFC-EE5E-BFB3-BFB4779E39B4;Средство от тошноты при токсикозе;;;;;;;;;;
9A48EA91-6D21-3550-06BB-AEC2C56A37D8;Как и почему образуется зубной камень;x8LniI4wEdw;;;;;;;;;
DBBED8FA-332D-3CB8-841F-BC13E43CD065;Упражнения для снижения внутричерепного давления;KHqWhk2cGmk ]</li>  </ul>;;;;;;;;;
89D834AD-66A7-7F0A-6712-0ADEDBD84B83;Как помочь уставшим глазам;;;;;;;;;;
36725AF5-8EA5-61AD-3EF3-D777614B7B89;Какими целебными свойствами обладает каштан;;;;;;;;;;
37F4FE15-CC20-6C52-3E1F-B14C5896FF74;Грибок в паху у мужчин: причины, симптомы, лечение;;;;;;;;;;
5FA7F5A5-4A50-084D-BE58-847016A2A479;Как сбить высокую температуру в домашних условиях;U5cs3fEBVE4;;;;;;;;;
FB1584C9-7FFA-3FA9-18DB-80976968B84C;Боль в пояснице: причины возникновения и лечение;pe0S8A82Az4;;;;;;;;;
81CB2D96-348A-AF8D-4C41-92E8428DD5C8;Что такое полип;IF2GMNapI94;;;;;;;;;
D7E66E77-9B4E-1C77-7ADD-161D63DCF4A4;Какой антибиотик помогает от ангины;;;;;;;;;;
9241B5B2-F03F-FCBE-64D8-8ED5C54814F6;Мази-антисептики для полости рта;;;;;;;;;;
5EFFA3FF-B046-0AC9-FC4E-FBE92C2D4CB9;Как бороться с себорейным дерматитом на коже головы;np7yFUXQanQ;;;;;;;;;
12B460AC-1EF2-91E4-6B19-9FD54C858F27;Когда можно мыться после ветрянки;ptRN-KyfiRY;;;;;;;;;
0FA30F4B-6685-6B71-EFD7-4C9B89533D25;Насколько прививка эффективна против вирусов;Qt7TUuADHmo;;;;;;;;;
161CCAA8-369C-863D-048C-B818E7465DCB;Прозрачные каппы для выравнивания зубов;;;;;;;;;;
F2CBFD65-F9A8-2033-8E7A-72891A936A99;Как смягчить боль в горле;;;;;;;;;;
6F0F0F33-BA06-980B-3443-6FFE526C3AE1;Что такое ревакцинация;0L19ylXIEv0;;;;;;;;;
42860670-C725-7AF2-7C77-0D75648DA6A3;Как делают переливание крови;;;;;;;;;;
54265CBF-CC2D-BA72-20C8-F8A71955D3CA;Какими средствами можно сбить температуру;;;;;;;;;;
260CD077-03B6-A42A-9132-E123AC11C4D6;Вросший ноготь: лечение в домашних условиях;;;;;;;;;;
7A4B533C-6FAA-677B-4DA3-CB60DB01B7A7;Зачем ставят временную пломбу;;;;;;;;;;
57124716-90CE-4059-1F09-EA47998A0F45;Как работают брекеты;wmfD_VCxflw;;;;;;;;;
9F0BFDF5-E043-24F3-1A05-ABC23CD34A29;Лазерная реконструкция межпозвонковых дисков;KltoaYeCtmE;;;;;;;;;
0AFCE819-C0D3-4A6D-FF5B-78739B6932A4;Как реабилитироваться после инсульта;;;;;;;;;;
98567E04-9B01-B39E-B846-4CAB87AE92EE;По каким показаниям отправляют на ЭКО;;;;;;;;;;
1FE491BD-52DB-7A03-FF6E-51CDF663AFDA;Как бороться с мигренью;;;;;;;;;;
8B02CADD-5D63-F348-E758-2E96E67B0782;Какими способами можно обезболить зуб;Nmm-fKeCVU4;;;;;;;;;
15B71060-1C96-938A-E6F5-39836DF382BB;Как избавиться от боли при испражнении;;;;;;;;;;
C005F590-2D74-E855-06A9-14DFED1366A8;Как снять воспаление в ухе народными средствами;;;;;;;;;;
2411C0BD-6D18-770D-3CFE-E7CB883DF2E1;Какое масло помогает от кашля;iOZPPstlMcs;;;;;;;;;
4D4648DB-7BDF-092B-0BA8-11B4CD64A5AA;С чем делают ингаляции при сухом кашле;;;;;;;;;;
F58ECBF0-5AA6-0EC4-C527-9B3E791B166A;Что такое электрокоагуляция шейки матки;;;;;;;;;;
770C96C3-AB41-1321-8921-F8727C1FA9EC;Как надевать марлевую повязку;aHyBA-fqX1o;;;;;;;;;
31CBEAED-AB97-D443-3204-1CB4FB9964F5;Как зашивают алкоголика;;;;;;;;;;
01F3BE91-C2AD-1340-B674-9DAB4E82A6AB;Как снизить высокий сахар;l16-2gYQXFs;;;;;;;;;
DA2DAE2B-6A21-D901-EE0A-0A0578F46D40;Что такое токи Бернара и для чего они нужны;;;;;;;;;;
5CD334FD-4BD9-7A58-95A5-92B47373DE1C;Как использовать Пимафуцин: особенности применения;Yt9KsUVi0ac;;;;;;;;;
31131D6A-FACD-B404-B098-28CDB0C7DD15;Как не потолстеть, когда бросаешь курить;;;;;;;;;;
6E2742FD-AB6D-220C-01F7-CCD01AEBBA95;Когда применяют Ротокан для ингаляций;;;;;;;;;;
551CCC44-F89B-866B-DF26-D94A53012876;Шелушение кожи на лице: причины;cJqS2I3rGhs;;;;;;;;;
5C28948C-9DA5-49DE-96FF-C9C8D4A59CCC;Какой мед помогает от простуды;Tz5QaWjOoTM;;;;;;;;;
D3A58A09-B5BC-95F0-7840-ABF72D444B7E;Что такое ляпис;ZhTQ7sZMJYs ]</li>  </ul>;;;;;;;;;
5543B9E7-9384-72E6-E747-F88B95C282A1;Почему болит селезенка;dpkGm-b66Rk;;;;;;;;;
DC646FEF-ECB4-3123-B8FF-D2DD45E178A4;Фурацилин при беременности: правила приема;;;;;;;;;;
87D11420-97FA-7E55-F90A-0E78EEDB6C8C;Почему задерживаются месячные;HAvWnF4l4D0;;;;;;;;;
3664AA5C-BDE2-751C-B2ED-09445803E1ED;Лечебная физкультура для позвоночника;toDNwxQTSzI]</li>  </ul>;;;;;;;;;
8010DBF8-075B-B2A8-662D-21C404E7FFA2;Упражнения для спины - дома тоже можно выработать осанку;irogMFt7VGc;;;;;;;;;
D823D606-2830-4306-901B-D23685FA4518;Как выполнять гимнастику для глаз;dXzbQhu3IBg;;;;;;;;;
36427D29-110F-A085-0CAB-91FC5FBC3E80;Как прививают от энцефалита;;;;;;;;;;
34859A28-BFF4-7C6E-FBB8-868D0E8C9A83;Как пить обезболивающие таблетки;;;;;;;;;;
ACEA4ECA-8C74-2F2E-10AB-D8A9AE18CAF4;Сыпь на лбу: причины, лечение;;;;;;;;;;
D2647B02-6622-3F41-176D-C0161FD95469;Чем заправлять небулайзер;;;;;;;;;;
2E875DC3-C284-2FF3-9A86-4531424E5663;Как снять отек при гайморите;_u507biafOk;;;;;;;;;
A702004C-4392-3646-EB12-8F832E6AEEC3;Какое масло помогает от насморка;;;;;;;;;;
A3DA3074-A4AB-1598-8240-97BA138C8B3F;Как повысить уровень лимфоцитов;qK5rRdiMF5s;;;;;;;;;
27DA08FB-F9AB-1F15-18C2-258400FEB4D2;Лечение кашля при грудном вскармливании: что нужно помнить;4oDZ7e2S6lo;;;;;;;;;
69AC0B91-52A9-AA88-D0FB-5C8961D63F88;Как контролировать давление при панических атаках;;;;;;;;;;
CAE60855-6762-8FE6-04EA-FD13615C2503;Какие осложнения могут быть после удаления зуба;;;;;;;;;;
0F15692E-BF9F-E2C6-15D9-B228A8DA912C;Чем опасно прерывание беременности на поздних сроках;PKrtx0UyBeY;;;;;;;;;
F74F622E-EF04-EE33-BD50-11F29E022638;Тетрациклиновая мазь глазная для детей: как применять;;;;;;;;;;
0F34C0BF-7344-8114-4DDE-886E555D79AE;Как оказать первую помощь при инсульте;;;;;;;;;;
94E9DCD7-F983-9AE4-3D24-01521ECC51B9;Как избавиться от растяжек на теле;;;;;;;;;;
C2157F6C-8138-7E2B-00AD-54CB7EE0AC77;Какое лечение после выкидыша назначают;;;;;;;;;;
CF8E95BD-3CA3-25A8-FC7C-B70D60940369;Почему появляются белые полоски на ногтях: лечение;;;;;;;;;;
B2D5B8E0-87ED-B7C2-AE5B-ED9A80864498;Как перестать заикаться;;;;;;;;;;
6F758036-43D1-5963-75FF-AD3CA450DB6E;Как улучшить внимание;w56FRqoswAw;;;;;;;;;
3C4F40F4-6F55-F157-6FD0-0C221D759D79;Когда показан непрямой массаж сердца;EFZJ2ypWlLE;;;;;;;;;
E0417EA6-627D-57AE-D551-83EEEB0908DA;Как похудеть в руках за непродолжительное время;DGCZJd3pZLM;;;;;;;;;
C2672137-7255-678E-6E74-635B69F9E50D;Как восстановить зрение при наследственной миопии;qDasXqsO5b8;;;;;;;;;
D90006A4-B4F8-FA72-40AF-26BDFD8C5C4D;Как предотвратить проявления аллергии;oxIgnAbB9uc;;;;;;;;;
BDCEC95F-B50E-B98A-1002-AA907C62C99A;Кромогексал: инструкция по применению;NuSMuE4bnXU;;;;;;;;;
EC85D903-5649-CFB2-8EF2-E2FC94EEB34A;Перекись водорода при гайморите: особенности лечения;;;;;;;;;;
6D3A0B28-8FD7-CF31-C7FA-7B2E2EAEEC9A;Как снять боль тройничного нерва;;;;;;;;;;
44F99B01-95A3-6E00-B6D7-7249373F2936;Как применять Глицерин;ZR61Izg70ck ]</li>  </ul>;;;;;;;;;
A2B551ED-DF46-F3CA-0059-B3172F671ED6;Что лечат народными средствами;;;;;;;;;;
36F69049-F212-5F90-62E8-82316C9F5053;Помогает ли лечение миомы матки без операции;;;;;;;;;;
2240314F-5B04-6BB7-AD3C-D9D1793E1BCE;Как оказать первую медицинскую помощь при ожоге щёлочью;;;;;;;;;;
F10DACAA-B146-7309-1373-439166DAE24D;Лекарство «Метформин»: способ применения;FdrHyJgkwXE;;;;;;;;;
162E3C35-198C-5444-56CA-6EC102B4F476;Как парить ноги при кашле в 2018 году;aA4tLF01Zkg;;;;;;;;;
9C00651E-255E-8257-0CEF-9BF23A4A015D;Как снять боль при подагре;;;;;;;;;;
AAEA9720-34EC-5895-F5CF-ED01CBE11C06;Как принимать пробиотики;;;;;;;;;;
5E95BFAE-E79F-9515-0AE6-1056E6DB7BEA;Кодировка от пьянства помогает: обзор способов;9Fy4H5HeLmg;;;;;;;;;
571BDC35-8707-B7AE-9A11-F5B5988AD0CC;Какого цвета должна быть моча у здорового человека;;;;;;;;;;
D7AF6C87-B5E0-9063-853E-6A9D4382CE62;Как устранить шелушение кожи вокруг носа;;;;;;;;;;
0C317E43-6436-D896-F74B-2B803D1C2BC3;Как оказать первую помощь при коллапсе;1muiIQLcylE;;;;;;;;;
B979ED44-9700-DE2E-792F-57ADC7265708;Как правильно спать при шейном остеохондрозе;;;;;;;;;;
4CFD6384-E0C9-87DA-396F-7884D779804E;Как избавиться от родимого пятна;;;;;;;;;;
0F410FB6-FFAE-E6C1-6DB5-E7D7AF81D10D;Как разогнать застои в шее;;;;;;;;;;
348EBAE3-61A6-53CC-A210-22E04A3FAAE2;Как делают операцию по удалению аппендицита;;;;;;;;;;
A94979C5-B6DF-3613-0536-B52B72D200EB;Как справиться с высоким давлением;;;;;;;;;;
CB9A6EA2-E59E-BC4E-6D89-453E45389C51;Как разжижать желчь;;;;;;;;;;
C74CF915-0F80-194A-D661-F8D462243CB4;Поможет ли массаж при солях на шее;;;;;;;;;;
393C77E4-72F7-C838-FB82-7F67EC32C696;Что полезно перед сном;Mg-k7qaOcp0;;;;;;;;;
FB58B707-C80F-55ED-0967-A070FC800DF4;Ветрянка: симптомы, протекание и лечение;;;;;;;;;;
27DE8FE6-BC00-F089-3C66-C46461839B1C;Как прекратить курить в 2018 году;fMuRSLotyeA;;;;;;;;;
E0CE9B4A-E3D8-5503-5FFD-4980AF354C86;Как понизить сахар в крови без вреда для здоровья;NYnoe1bO-ko;;;;;;;;;
8731F90B-D285-8AAE-A1AF-624E9BB20676;Чистка маточных труб: особенности процедуры;;;;;;;;;;
90D313BF-BD4F-25B8-40A7-EB3F93A4A56E;Как использовать мазь Клотримазол;;;;;;;;;;
F248295A-8A27-5890-F33B-AC4C052880BB;Как справиться со стрессом;_LTUn3HYdxU;;;;;;;;;
F1E2FCB4-6D17-BE24-14CC-7B0C49C8DCCC;Сильная изжога: причины, лечение;;;;;;;;;;
64DE29DB-9248-6E32-0DDA-AE58B52E486D;Как питаться при прыщах;;;;;;;;;;
17C9C4CD-31FB-8608-A8FF-07533860D855;Можно ли снять брекеты самому;;;;;;;;;;
5B585E8C-5DD2-53F8-FA7B-C93485D42302;Как избавиться от колита;;;;;;;;;;
635E7ED5-3103-8520-114D-542EB0A05CD4;Как используют розмарин в медицине;;;;;;;;;;
4D623304-9953-D856-9442-E4DD5325EBD8;Папилломы во влагалище: методы лечения;;;;;;;;;;
00127D08-4544-9511-5B78-681207F35465;Как успокоить сильное сердцебиение;;;;;;;;;;
AE7ACFE5-50DE-852C-9922-98DBB23BEE7D;Отравление у ребенка: скорая помощь;;;;;;;;;;
1FBC603D-73FD-938D-1513-E61E403A85FD;Как бороться с храпом;Pm1aAKuyebo;;;;;;;;;
E5F5E9C8-8F2B-87E8-821B-052346848990;Как бороться с зудом в глазах;;;;;;;;;;
39687401-29A9-9B4C-7122-11008ED3F48E;Эрозия шейки матки: опасность заболевания и схема лечения;;;;;;;;;;
3035F2B9-F34D-334B-6D0A-47AAB9BCBD25;Как сдавать кровь для сахарной кривой;2zJTtCRWV4k;;;;;;;;;
9FD0EA7C-ACC3-4D9B-391D-B2A6B379FDFA;Пузырчатка новорожденных: методы лечения;;;;;;;;;;
127157D2-3C45-4887-15A3-7BF4A6F39201;Стафилококк в горле: симптомы и способы лечения;;;;;;;;;;
4883702B-DDF2-2045-CD04-84A15B4C0274;Народные средства от болей в пояснице;;;;;;;;;;
F2EE8433-1B8E-CF8E-AF80-1DE6C45811BB;Как подобрать зубные импланты;;;;;;;;;;
B997908D-DC50-F6F6-C684-E69C54193709;Как обрабатывать раны зеленкой;1r7gNvMcsSk;;;;;;;;;
BC0F29C0-4494-ACB8-4D6B-352A8484D6A3;Лечение сахарного диабета стволовыми клетками: особенности;;;;;;;;;;
7012AA85-E361-227D-8500-84E171DF379C;Стафилококк у ребенка: лечение;;;;;;;;;;
67AE0383-84AE-34B5-CA8A-2F073EEFCC0D;Как избавиться от резкой боли в печени;X6_sJUn4n8I;;;;;;;;;
0FAC442F-1A61-EFC6-1A40-6337E1CB5427;Кому рекомендуют кесарево сечение;;;;;;;;;;
6BE04366-BBC5-B5B1-BFC7-A7E22CC39E91;Как снять приступ тахикардии;WPZTE9CnmKY;;;;;;;;;
4321C6A7-6899-0FBA-C5E9-816982EC806D;В чем суть облучения при онкологии;;;;;;;;;;
929E8CBB-D8C8-0889-C175-1295901DE7DA;Можно ли вырывать зубы во время беременности;;;;;;;;;;
9708B7BA-B6A3-E474-D250-6FBF8F364B5E;Как пользоваться терпентином;33-vVlZwoLQ;;;;;;;;;
3A228F72-C63C-90EE-117E-E07C59B5438A;Как сдать мазок из зева;;;;;;;;;;
2F6DB376-F81B-5B42-0E47-66DAAF6A1E5C;Гельминты: лечение и профилактика;;;;;;;;;;
05058A65-0CA3-B652-3366-CD76340F4502;Как лечат рак желудка;;;;;;;;;;
ADB1647B-ECF3-45B6-6812-5A72D4CA9728;Как медикаментозно вызвать менструацию;vVohaGNPV0I;;;;;;;;;
711A546D-FFBD-1208-3E18-DF6890792FA7;Как принимать пихтовое масло от кашля;HwJubtmQ6GU;;;;;;;;;
ACCA330D-BB71-B812-52A9-B57F9F72FB50;Сколько раз в день можно промывать нос соленой водой при насморке;WfIxkUJkhpk;;;;;;;;;
7E379C40-8F4F-4F90-E15A-9563E1486B00;Как справиться с ознобом у ребенка;;;;;;;;;;
257B56C7-E38B-2AF1-77FD-D7FD8BFE1DD4;Как делают иглоукалывание;jMAkhnk4moA ]</li>  </ul>;;;;;;;;;
5F6501A4-ED8D-9F8A-34B7-BD841AB9151C;Как закодироваться от курения;;;;;;;;;;
2172D365-C82F-574F-2940-ABDBB87611BC;Чем можно заменить зеленку;;;;;;;;;;
0DFE2578-1E99-7A1C-AABC-FE6F847204C8;Булимия - лечение в домашних условиях;;;;;;;;;;
7F3F2A68-6E58-6B3C-9DAB-C197B895337C;Как справиться с болью в шее;;;;;;;;;;
DBAFABBB-F0C6-51FB-A0D2-6C88F3D05031;Как поддержать организм в климакс;F01dWms7Vq8;;;;;;;;;
4D63E294-D31C-7FB2-6338-2B619FF0E48C;Тендовагинит: лечение и первые признаки;;;;;;;;;;
056F55B8-5C81-05F0-0658-BDC4558888BB;Иглоукалывание при остеохондрозе: за и против;7t_YJH1ftDM;;;;;;;;;
60BEDEA2-B4F8-46E3-E06A-816479C05762;Куда обратиться с зубной болью ночью;;;;;;;;;;
329EBEF2-1533-6BBD-9578-6EBF3D44BC80;Как устранить вздутие живота;8a_zT754VP8;;;;;;;;;
68333B15-5BAC-9D35-437E-3C8FD0D761F3;Какие бывают пломбы;;;;;;;;;;
3D5DE197-8893-D423-A2AB-215874370CFC;Как обработать рваную рану;;;;;;;;;;
57187050-45FB-672C-EFE1-5A8C407A5CCC;Как проводить лечение гастрита;;;;;;;;;;
0F60EFF9-DBAD-DCBE-CBF2-28F610F7AFA9;Как снять симптомы мерцательной аритмии;;;;;;;;;;
0ED64B59-AFBA-F6BE-C038-B409019AA43E;Кесарево сечение: плюсы и минусы;;;;;;;;;;
C2121510-F321-C86E-0325-BF7291C5E24C;Как проводить лечение диареи;yyX3ck-bSOY;;;;;;;;;
F28F2EC7-F2C1-FFD5-B52D-5B12210E1A2C;Ребенок подкашливает: экстренные меры;;;;;;;;;;
94244792-7A77-DFE7-C74F-203370A0AADB;Как выровнять зубы с помощью виниров;;;;;;;;;;
39DC25EA-104F-5B3D-E1FE-B912B8D19981;Что пить при климаксе;;;;;;;;;;
04DD6E75-2355-C751-932C-A58FD0FC4E21;Чем опасен медикаментозный аборт;SxOawHa3Z8A;;;;;;;;;
6E197DFF-68D3-44D5-C934-511A71F5D228;Как составить высококалорийное меню;;;;;;;;;;
78666AAD-D114-305F-D230-0A04419125BE;Как капать в нос морковный сок;wxayg_v1fjc;;;;;;;;;
F7A0686B-4E49-1F92-444C-BAE7EFF0981A;Что пить от тошноты;;;;;;;;;;
7EB84271-EFFD-416C-D8D8-66579C162340;Как справиться с болью в мышцах;;;;;;;;;;
8CFC04D2-4A62-9BB3-C475-614414B1202B;Как справиться с болью в желудке;HpdFuPqOybQ;;;;;;;;;
9B609520-909E-9C25-4509-3827EDF5C683;Как вернуть обоняние после лечения насморка;;;;;;;;;;
E1ADE7FB-1DDD-C1F8-0AA8-AADF691091B2;Какие лекарства пить при простуде;;;;;;;;;;
43D4240C-6DA6-29CD-B10F-75E7EEB80C59;Зачем проводят переливание крови;KMRODT_bYCc]</li>  </ul>;;;;;;;;;
E70EEAD2-B911-BF08-BBE3-526360D3658F;Что такое гемосорбция;GssWcEaakto;;;;;;;;;
2B535349-F593-3597-409A-84C8D4D5C1BF;Как начать ходить после инсульта;;;;;;;;;;
F19DB59F-4DA5-AAB1-601A-BFC5CA4C64AD;Как проводить лечение кисты яичника;SAXwaG9HQjU;;;;;;;;;
71A905F8-7D32-1042-6D66-7363150F2BE6;Как справиться с бессонницей;TvqN34fBQ3M;;;;;;;;;
1145E344-1EC1-B4B5-3494-52EB5649353E;Как убрать соринку из глаза;;;;;;;;;;
3A9F29B5-3F62-561C-815B-0A523246EAB0;Как ускорить заживление мозоли;;;;;;;;;;
026A6857-E26B-1204-EB0A-54779B9768CA;Чем сбить температуру выше 39,5;;;;;;;;;;
8C8276AB-BC30-3BA1-F9DE-FD69FFD42712;Как справиться с болью в колене;fLPwQHdZOEI;;;;;;;;;
D4BF43A3-BF6E-FBA8-6ECE-ED399B7F3833;Какими лекарствами лечат чесотку;;;;;;;;;;
F457492E-86C0-2B3D-777A-1F6E0D16C1AD;Как избавиться от родинки;;;;;;;;;;
4105A693-3F4F-41DA-7239-18302F6FAF30;Как не забеременеть в 15 лет;n-VlsrwEVOQ;;;;;;;;;
E75EB5B4-E2CB-9FEA-A233-28B7016D4ABD;Как справиться с чувством усталости;;;;;;;;;;
DF231952-9541-AD98-FC30-E9287F28AEAA;Как бросить курить лучшие рекомендации;WdKbdVisVMM;;;;;;;;;
9979FBC9-0310-4656-8702-8AB5BDD23792;Как делают блокаду при позвоночной грыже;;;;;;;;;;
15EAFA3D-2D89-370A-4454-EA6C3C18B742;Как по-другому называется ЛОР;;;;;;;;;;
95EDC90B-5AE1-3BC1-1303-5AFFDD7BB408;Какие соки полезны для кишечника;;;;;;;;;;
5930DDFD-AA83-DCF3-4C80-D08C9625E1F6;Гноятся глаза у новорожденного: причины и лечение;;;;;;;;;;
6D303243-DDEF-10CB-66F8-737242345FF7;Как прививают от краснухи;T-fbtmtRPRo;;;;;;;;;
1C11C02E-9E5B-880F-9843-2DC4615D7A9A;Как избавиться от кома к горле;_YWkLUL7Oiw;;;;;;;;;
62ACD66B-E297-B9B6-32BA-5EEB00A9201E;Как бросить курить с помощью лекарств;UlhoxJ7I0gE;;;;;;;;;
FA19E1F3-1BE6-F1D0-1194-E7E7BD438D99;Какие противопоказания существуют у массажа живота для похудения;;;;;;;;;;
5348E9BC-A4F3-6923-42B5-F48C86DA7CE2;Как делают криотерапию эрозии шейки матки;;;;;;;;;;
57A498CD-1EE5-F9E5-E3BD-510A634E852B;Какая первая помощь при травме волосистой части головы;;;;;;;;;;
EE374B52-BE5C-FFA8-8F2F-2D28C8B0B68A;Как улучшить эрекцию в 2018 году;11PbHlkJ0Us;;;;;;;;;
52DB0ECE-1CF3-88C4-F9C0-1733305AB147;Что значит перелом лучевой кости со смещением;;;;;;;;;;
36557268-EA4F-6007-DDBE-B69744CE7116;Как перейти на голодание;DbWzu01yy3M;;;;;;;;;
73529F2B-AA06-381E-3500-6459CEB5D246;Как нормализовать уровень пролактина;;;;;;;;;;
AE96CC83-9A8B-2AB5-8352-DEFBB64AE7B6;Какую помощь нужно оказать ребенку при ожоге рук утюгом;;;;;;;;;;
3643F227-5ECC-7B02-3EDB-B50988A4BFFA;Как избежать преждевременной эякуляции;;;;;;;;;;
AC7E1E56-7F23-981F-FB0A-F86C32B408F1;Можно ли использовать йод от прыщей: за и против;;;;;;;;;;
EFA45D01-0077-BF74-8C0B-3C4ABD2A98B9;Что происходит с организмом, когда бросаешь курить;;;;;;;;;;
4AD2D13D-89BA-E10C-D719-0B921DB41B2D;Как проводить лечение диабета;PFbzq6JksGY;;;;;;;;;
3E465A26-261A-D3D7-91CA-93B7BBC5F21D;Грецкие орехи с медом: от каких болезней помогают;;;;;;;;;;
5DE5D45B-3354-CE74-F7EB-32B55E1F8ABB;Зачем нужен пессарий;dDkHE_8rySw;;;;;;;;;
91E76106-3DE7-2541-51B9-F8419509BAC6;Как давать Эспумизан ребенку;;;;;;;;;;
