GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"5B6E5B0A-390E-F1D0-1644-EAE9DF826CF2";"Как избавиться от головной боли с помощью народных средств";;"ci_oJJ7Z3e8";"Народные средства от головной боли - более 30 способов ...";"https://econet.ru/articles/11587-narodnye-sredstva-ot-golovnoy-boli-bolee-30-sposobov-lecheniya";"Одно из лучших народных средств при сильной головной боли – мелисса. ... Снять головную боль народными средствами можно с помощью компресса.";"Лечение головных болей народными средствами - Ayzdorov.ru";"https://www.ayzdorov.ru/lechenie_golovnayabol_narsredstva.php";"Здесь, кроме народных средств лечения головной боли, вы узнаете и о народных методах. ... Лимон. Чтобы избавиться от головных болей, нужно взять кожуру лимона, ... Лечение головной боли с помощью эфирных масел ...";"Народные средства от головной боли: травы, мед, масла и прочее";"http://bolitgolova.net/lechenieiprofilaktika/narodnye-sredstva-ot-golovy.html";"Эффективное лечение головной боли народными средствами включает в себя ..."
"1D88D07B-452E-5AD6-87BE-DEA5182842BE";"Какие препараты снимают боль в коленном суставе";;"rPEgIyvRcrg";"Препараты для лечения суставов: полный список лекарств";"http://sustavlive.ru/lechenie/medikamentoznoe/preparaty-dlya-lecheniya-sustavov.html";"Лечение суставов: препараты разных групп - анальгетики, НПВП, антиревматические ... Лечить суставные боли конечностей (рук или ног) важно своевременно, особенно при ... Артроз коленного сустава относится именно к таким заболеваниям. .... Всегда принимали «Нимесил», хорошо снимает боль.";"Лекарственные препараты для лечения артроза коленных ...";"http://www.varikoz.biz/lib/artrozis_drugs.php";"В терапии при артроза коленных суставов лекарственные препараты занимают ... Характерны «стартовые» боли (возникают в коленных суставах при первых ... Их введение быстро снимает боли и воспалительные явления, но с ...";"Ортопед-травматолог Александр Бурьянов: «Таблетки от ...";"http://fakty.ua/174710-ortoped-travmatolog-aleksandr-buryanov-tabletki-ot-artroza-nelzya-pit-na-golodnyj-zheludok-oni-povrezhdayut-slizistuyu";"11 янв 2014 ... Любой шаг доставляет боль, а малейшее движение руки дается с трудом. ... которые быстро снимают боль, уменьшают воспаление. ... Поставили диагноз деформирующий артроз правого коленного сустава."
"5F5C4C60-16D2-A954-EE52-B554333507D6";"Лечение каштаном";;"ZoSq0kF_BB8";"Как лечиться с помощью каштана | Здоровая жизнь | Здоровье ...";"http://www.aif.ua/health/life/1137329";"2 апр 2014 ... Каштан конский – одно из самых изученных медициной растений. Еще в середине XVI века в Европе им уже начали лечить. Правда ...";"Конский каштан при простатите: рецепты лечения кожурой ...";"http://prostatit.guru/prostatit/narodnye-sredstva/konskij-kashtan-ot-prostatita-retsepty/";"Каштан укрепляет иммунитет лечит аденому простаты выводит ... Лечение простатита каштаном: народные средства от воспаления уретры.";"Конский каштан: свойства, противопоказания | Азбука здоровья";"https://azbyka.ru/zdorovie/konskij-kashtan-svojstva-protivopokazaniya-recept-nastojki";"Цветки каштана конского применяются наружно в виде растираний при заболеваниях суставов, позвоночника, вен, при лечении тромбофлебита, ..."
"913042A0-50CE-84C1-CB95-2CAC67C15775";"Вредны ли оттеночные линзы";;"NEWIsorboWc";"Вредны ли линзы для глаз: вредно ли постоянно носить цветные ...";"http://polzovred.ru/prochee/vredny-li-linzy-dlya-glaz-cvetnye.html";"Вредно ли носить контактные и цветные линзы для глаз? ... Оттеночные контактные линзы придают глазам другой оттенок: серые глаза станут ...";"Вредны ли цветные линзы - Новости про здоровье - женское ...";"http://ivona.bigmir.net/health/advice/391407-Vredny-li-cvetnye-linzy";"29 май 2014 ... Как известно, линзы нужны для коррекции зрения. А вот для чего нужны цветные линзы? Да, они также могут улучшить фокус в глазах, ...";"Ответы@Mail.Ru: Вредны ли оттеночные линзы?";"https://otvet.mail.ru/question/23068861";"всегда ли вредны? или тока при постоянном пользовании? вообщем ваше мнение или источник информации откуда вы узнали :P P.S ..."
"9E882548-7A6E-8E2A-B238-6ADE920C6065";"Как снять раздражение от укуса насекомого";;"fbaNaffBT-I";"Как снять зуд после укусов комаров - wikiHow";"https://ru.wikihow.com/%25D1%2581%25D0%25BD%25D1%258F%25D1%2582%25D1%258C-%25D0%25B7%25D1%2583%25D0%25B4-%25D0%25BF%25D0%25BE%25D1%2581%25D0%25BB%25D0%25B5-%25D1%2583%25D0%25BA%25D1%2583%25D1%2581%25D0%25BE%25D0%25B2-%25D0%25BA%25D0%25BE%25D0%25BC%25D0%25B0%25D1%2580%25D0%25BE%25D0%25B2";"Зубная паста высушит укус и поможет снять раздражение. ... Базилик также полезен для отпугивания насекомых, так что он защитит вас от новых ...";"Укус мошки – симптомы, зуд и отек от укуса мошки, что делать?";"https://www.ayzdorov.ru/lechenie_ykys_moshka.php";"... массивный выброс веществ, вызывающих воспаление в ... Может быть точечным (только места укусов) или при ...";"Укусы насекомых –первая помощь при укусах ядовитых ...";"https://www.ayzdorov.ru/lechenie_ykys_nasikomih.php";"Чьи укусы вызывают аллергию и интоксикацию? Первая помощь при укусах ядовитых насекомых. Как снять отек, покраснение, зуд и боль от укусов ..."
"34C3CE87-30DA-04B5-E422-FF94D669124A";"Зачем удалять оставшиеся корни зубов";;"Vx6KVTi_7u0";"Удаление корня / корней зуба. | Профессиональная ...";"http://www.lana1.ru/udalenije-kornja-zuba";"Удаление корня зуба – это операция, цель которой удалить оставшиеся части зуба, а именно его корни, к примеру, после неудачной операции по ...";"Удаление корней зубов: методы и цены в стоматологии «Дио ...";"http://www.stom-vremenagoda.ru/udalenie-zubov/udalenie-korney/";"Почему важно вовремя удалять корни зубов ... К тому же оставшиеся в десне корни зубов способны провоцировать воспаление и сильнейшие боли.";"Удаление корня зуба: когда остались лишь гнилые ...";"http://plomba911.ru/xirurgiya/udalenie-zubov/udalenie-kornya-zuba.html";"Почему следует удалять гнилые разрушенные остатки корней зуба .... далеко не при каждом переломе зуба оставшиеся корни приходится удалять."
"989D5BC5-CB95-C8F8-2BDE-984FF9E01B7C";"Упражнения для облегчения боли в спине";;"wy5LhVjz-e0";"3 упражнения от боли в спине - Лайфхакер";"https://lifehacker.ru/uprazhneniya-dlya-spiny/";"30 ноя 2016 ... Эти упражнения не только избавят вас от болей в спине, но и помогут уменьшить вероятность получения травм, а выполнить их сможет ...";"2 простых упражнения для снятия острых болей в спине (+ ...";"https://www.liveinternet.ru/users/irzeis/post324895890/";"18 май 2014 ... Сильная поясница не болит, и врачи рекомендуют упражнения для укрепления поясничных мышц. Если у вас сильные мышцы спины и ...";"Боли в спине. Лечение – 5 упражнений от Бубновского. - 7я.ру";"https://www.7ya.ru/article/Boli-v-spine-Lechenie-5-uprazhnenij-ot-Bubnovskogo/";"Болит спина. Лечение спины: упражнения Бубновского при острых болях в пояснице."
"1065B337-9C15-08B4-5168-6B1D792C78FC";"Как меняют хрусталик глаза в 2018 году";;"IaemBA_liYY";"Повторная катаракта после замены хрусталика отзывы Подборк ...";"http://zrenie100.com/podbork-iskusstvennogo-hrustalika/povtornaya-katarakta-posle-zameny-hrustalika-otzyvy.html";"02 июля 2018 года ... 13.03.2012 - произведена операция по замене хрусталика левого глаза. ... я менял в 2005 году после того как ослеп на 100 %-разрыв сетчаток и распад ... При катаракте очень часто приходится менять очки.";"«После того как мне удалили катаракту, зрение вернулось — я ...";"http://fakty.ua/256251-posle-togo-kak-mne-zamenili-hrustalik-zrenie-vernulos-ya-smog-chitat-bez-ochkov";"30 янв 2018 ... За прошлый год в столичном Центре микрохирургии глаза ... одновременно: менять хрусталик и восстанавливать пути оттока жидкости, ...";"«После того как мне заменили помутневший хрусталик глаза ...";"http://fakty.ua/10925-posle-togo-kak-mne-zamenili-pomutnevshij-hrustalik-glaza-iskusstvennym-ya-zametila-kakoj-yarkij-u-nas-v-komnate-kover";"12 фев 2010 ... Я уже знаю, как все будет происходить, потому что полтора года назад ... Теперь такой хрусталик поставят и на второй глаз. .... хирургам зачастую приходится не только менять хрусталик, но и ... 4 июля 2018 15:02."
"0156D35A-1353-00C6-7DA1-D70F053CA493";"Как восстановить зрение без очков";;"oGdyGnIPg4s";"100% зрение без очков и линз за 7 минут в день - Кук Дэвид";"http://www.koob.ru/cook_david/kuk_zrenie_bez_ochkov";"100% зрение без очков и линз за 7 минут в день ... Вот вам несколько рецептов, которые помогут улучшить и даже восстановить ваше зрение. 1. Первое ...";"как улучшить зрение без операции";"http://zdorovoe-zrenie.ru/";"Я восстановила зрение всего за 14 дней без врачей! Секрет простой ... Глаз привыкает к очкам, и отвыкает фокусироваться самостоятельно. В целом, в ...";"Прекрасное зрение без очков! коррекция зрения ...";"http://www.improvevision.ru/";"Как Восстановить Зрение Без Хирургии? Дорогие Друзья, Если Вы хотите свободно читать маленький шрифт, уличные указатели или пройти в ванную  ..."
"DEC7E12E-3938-E57A-C304-F81F62C23CD2";"Как уменьшить боль в горле быстро";;"pWhr5eGStgg";"Как быстро устранить боль в горле без таблеток - Хроника.инфо";"http://hronika.info/medicina/93777-kak-bystro-ustranit-bol-v-gorle-bez-tabletok.html";"20 окт 2015 ... Есть несколько эффективных способов, с помощью которых можно быстро избавиться от боли в горле, не покупая таблетки.";"Чем снять острую боль в горле — «Деринат»";"https://derinat.ru/usefull/zdorove-detey/kak-lechit/chem-snjat-ostruju-bol-v-gorle/";"Острая боль в горле, першение, затрудненное глотание — частые спутники бактериальных и ... Достаточно быстро выпить любой горячий напиток.";"Лечим больное горло: 5 шагов | Passion.ru";"https://www.passion.ru/health/gripp-i-prostuda/lechim-bolnoe-gorlo-5-shagov-35837.htm";"20 янв 2011 ... Как облегчить боль в горле в кратчайшие сроки? ... свойствам этот овощ способен облегчить боль в горле и уменьшить воспаление. ... Быстро облегчают симптомы больного горла масла эвкалипта, пихты, мяты, ..."
"2D9B8D81-FAA7-7956-0127-75E62DCA1B6D";"Какие таблетки помогают от прыщей";;"PRvL3tC0RAo";"Таблетки от прыщей: антибиотики, гормональные, витамины";"https://www.ladywow.ru/nashe-zdorove/tabletki-ot-pryshhej.html";"18 авг 2015 ... Для лечения таких проблем врачами выписываются таблетки от прыщей на лице, которые помогают нормализовать гормональный ...";"Виды таблеток от прыщей на лице: антибиотики, ретиноиды ...";"https://rodinkam.com/preparatyi/lechenie-pryishhey-iznutri-effektivnyie-tabletki-ot-ugrevoy-syipi";"Лечение прыщей изнутри: эффективные таблетки от угревой сыпи ... для лечения сильной угревой сыпи, когда мази и болтушки уже не помогают.";"Какое средство от прыщей эффективно помогает?";"https://www.kp.ru/guide/sredstva-ot-pryshchei.html";"От прыщей можно лечиться и гелями для умывания, и наружными антибиотиками, и таблетками. Действенных препаратов немало, важно подобрать ..."
"6167B4D1-6E1B-D94C-B0B5-1303639A750E";"В чем сложность полостной операции";;"X4f_ovl0JiY";"Реабилитация после полостной операции по удалению миомы ...";"http://ginekola.ru/ginekologiya/matka/mioma/polostnaya-operatsiya-po-udaleniyu-miomy.html";"Несмотря на то что полостная операция по удалению миомы отличается более сложным восстановлением и реабилитацией, данное вмешательство  ...";"Спорт после полостной операции - Хирургия - бесплатная ...";"https://health.mail.ru/consultation/1254577/";"Консультация на тему - Спорт после полостной операции - Здравствуйте,у меня после ... Армирование сеткой не проводилось в виду сложности. Грыжа  ...";"Больничный лист после операции: срок и продолжительность";"https://kakzarabativat.ru/pravovaya-podderzhka/bolnichnyj-list-posle-operacii/";"10 апр 2017 ... Срок больничного листа после операции — сколько дней .... полостной операции является наиболее сложным и требует длительного ..."
"7C848E6A-C87F-9059-FBC1-9738A1F63172";"Помогает ли браслет для беременных справиться с тошнотой";;"o_k3rZPoiyQ";"Тошнота при беременности, тошнота во время беременности ...";"http://www.sweli.ru/beremennost/beremennost/zdorove/toshnota-i-rvota-pri-beremennosti.html";"... тошнота во время беременности: причины, что делать, что помогает, как ... Можно самостоятельно справиться с приступами утренней тошноты. .... Помогает и акупрессурный браслет из аптеки: если вы наденете его на руку,  ...";"Как справиться с утренней тошнотой: 15 советов - Sunny7.ua";"https://sunny7.ua/semja/beremennost-i-rody/kak-spravitsya-s-utrenney-toshnotoy--15-sovetov";"Утренняя тошнота начинается около шестой недели беременности и достигает ... чувства и ощущения, это поможет справиться и с мучениями утренней тошноты. .... Вы помните тот браслет от морской болезни во время круиза по ... женщинам они помогают – то ли это результат точечного воздействия, ...";"Календарь будущей мамы. Беременность: месяц за месяцем - Результати пошуку у службі Книги Google";"https://books.google.com.ua/books?id=3euLAQAAQBAJ";"Как справиться с тошнотой и рвотой во время беременности ... Некоторым женщинам бороться с приступами тошноты и рвоты помогают браслеты ..."
"756496EE-83A4-9282-D7DF-DAE161147BEB";"Как выносить ребенка при угрозе выкидыша";;"O6DiRDr5CKY";"Угроза выкидыша: как распознать вовремя? - Журнал 9 месяцев";"https://www.9months.ru/zdorovieberem/5592/ugroza-vykidysha-kak-raspoznat-vovremya";"Плод при этом нежизнеспособен. Если потеря ребенка происходит после 22 недель беременности и ребенок весит более 500 г, то говорят о ...";"Угроза выкидыша на ранних сроках беременности - MyMummy.ru";"http://www.mymummy.ru/pregnancy/Ugroza-vykidysha-rannikh-srokakh.html";"Большинство женщин после выкидыша могут нормально выносить ребенка. Угроза ... Угроза выкидыша на ранних сроках в этом случае успешно лечится при ... В период ожидания ребенка женщина должна настраиваться на ...";"Угроза выкидыша при беременности, что делать - allWomens";"http://www.allwomens.ru/9264-ugroza-vykidysha-pri-beremennosti-chto-delat.html";"Как нужно действовать беременной при угрозе выкидыша, что нужно делать. ... выкидыша можно избежать, родив впоследствии здорового ребенка."
"613A46C6-B930-123F-8229-99D3D83596A8";"Какие анализы нужно сдавать беременной";;"OVrFj1P5t8c";"Какие анализы нужно сдавать во время беременности";"https://hochu.ua/cat-health/womens/article-43898-kakie-analizyi-nuzhno-sdavat-vo-vremya-beremennosti/";"10 окт 2013 ... Какие анализы нужно сдавать во время беременности. Беременность – состояние, с одной стороны, изученное врачами, а с другой ...";"График анализов и визитов к врачу - Nutricia Club";"https://club.nutricia.ua/biblioteka/analizy-vo-vremya-beremennosti/grafik-analizov";"Детальный график визитов и консультаций врача, рекомендованных женщине на протяжении всего периода беременности.";"Какие анализы сдают беременные | Материнство ...";"https://materinstvo.ru/art/40";"21 июн 2006 ... Самый первый и самый основной признак беременности – это задержка менструации. При задержке менструации нужно сделать тест ..."
"AA6B543A-5F60-E848-11A8-25679663A1EE";"Как прижигают жидким азотом";;"UQiLZW0IshU";"Удаление шипицы жидким азотом: суть, отзывы - Аппаратная ...";"http://app-cosmetology.ru/problemy/novoobrazovaniya/udalenie-shipitsy-zhidkim-azotom.html";"В этом вопросе поможет удаление бородавок при помощи жидкого азота – о самой процедуре, показаниях и противопоказаниях к ее проведению и ...";"Удаление бородавок жидким азотом - последствия, недостатки и ...";"http://zdravotvet.ru/udalenie-borodavok-zhidkim-azotom-posledstviya-plyusy-i-minusy-procedury/";"Насколько эффективно удаление бородавок жидким азотом. ... Удаление жидким азотом — или криодеструкция, воздействие низких температур ..... а бородавка и нужно идти в косметический кабинет, прижечь жидким азотом.";"Бородавка после прижигания жидким азотом, появился волдырь";"https://papillomy.com/borodavki/posle-prizhiganiya-azotom.html";"Бородавка после прижигания азотом, способы удаления бородавок, рана после жидкого азота, последствия, пузырь от выжигания, появился волдырь ..."
"DC9A31CD-ABC0-FC88-9258-58E7C17DA061";"Какие противовирусные препараты можно принимать беременным";;"HX-hImeoY90";"Какие противовирусные препараты можно при беременности";"https://sberemennost.ru/pregnancy/protivovirusnye-preparaty-pri-beremennosti";"Противовирусные препараты при беременности необходимы для ... Какие противовирусные средства можно применять при беременности зависит от ... Но даже эти противовирусные препараты запрещено принимать при ...";"Противовирусные препараты для беременных: таблетки и ...";"http://iberemennost.ru/zdorove/protivovirusnye-preparaty-dlya-beremennyx";"Какие же противовирусные препараты для беременных можно и нужно принимать? ... Так какие лекарства можно принимать беременным?";"Разрешенные противовирусные препараты при беременности ...";"http://ladynumber1.com/health/pregnancy/medicine/protivovirusnye-preparaty-pri-beremennosti-razreshennye-i-zapreshhennye.html";"Разрешенные и запрещенные противовирусные препараты при беременности ... Какие лекарства можно принимать при беременности? Ответ на ..."
"A896BB2C-EE44-BDD6-5FAA-7E7672406448";"Как делают прокол при гайморите";;"3o0vOtfHWxc";"Как делают прокол носа при гайморите? Можно ли и нужно ли ...";"https://nasmorkam.net/kak-delayut-prokol-nosa-pri-gajmorite/";"Гайморитом называют воспаление слизистой оболочки гайморовой пазухи. Причиной возникновения данной болезни может быть инфекция, травмы в ...";"Прокол при гайморите: процедура и последствия";"http://netgaymorita.ru/prokol-pri-gajmorite.html";"Нужно делать прокол при гайморите - для некоторых это звучит как приговор . Страх перед данной процедурой в большинстве случаях вовсе не ...";"Прокол гайморита - стоит ли боятся? (Проверенно на себе)";"https://pikabu.ru/story/prokol_gaymorita__stoit_li_boyatsya_proverenno_na_sebe_3747490";"PS: Особо слабонервным рекомендую почитать про трепанопункцию при осложнениях фронтита. +2 ..... Прокол кстати совсем НЕ БОЛЬНО делать."
"E42D7D45-B634-EC6F-9844-F0C04D3174F5";"Что такое резекция желудка";;"dh7tILntzQk";"Резекция желудка | Операция.Инфо: специализированный сайт ...";"http://operaciya.info/abdominal/rezekciya-zheludka/";"Резекция желудка – это операция удаления части желудка, пораженной хроническим патологическим процессом с последующим формированием ...";"Резекция желудка - Герцлия Медикал Центр";"https://hmc-israel.org.il/general-surgery/resekciya-zheludka";"Резекция желудка в Израиле (гастрэктомия) проводится лучшими хирургами страны в клинике «Герцлия», малоинвазивными лапароскопическими или ...";"резекция желудка на выключение - это... Что такое резекция ...";"https://dic.academic.ru/dic.nsf/medic2/39699";"син.: выключение привратника, Р. желудка паллиативная) Р. желудка по способу Бильрот II при низко расположенной, недоступной удалению язве ..."
"6F9566B7-498C-BE27-986F-B8CFD1C7E1D9";"Как снять зуд при беременности";;"m_Cnmbk0PFI";"Зуд кожи во время беременности: причины и лечение";"http://www.vse-pro-detey.ru/kozhnyj-zud-pri-beremennosti/";"Зуд при беременности можно снять с помощью правильно подобранного крема. Он должен быть увлажняющим, без запаха, нейтральным. Сегодня в ...";"Кожный зуд при беременности - Журнал «РОДЫ.ru";"http://www.mama-journal.ru/berem/zud_pri_beremennosti.html";"Во время беременности в организме женщины происходит множество различных изменений. К большей части из них – например, токсикозу – будущая ...";"Мазь от зуда при беременности - БэбиБлог";"https://www.babyblog.ru/theme/maz-ot-zuda-pri-beremennosti";"Для меня это не новое явление, просто при беременности нельзя снять обострение привычными мне мазями. Кто чем спасался от зудящего дерматоза ..."
"D081D08E-2E61-4B84-E7D0-BCAAF6AF005A";"Какими препаратами можно вызвать лактацию";;"h2gqWm8QrEg";"Как прекратить лактацию: натуральные средства и таблетки";"http://www.bediva.ru/pregnancy/kak-prekratit-laktatsiyu.html";"Прекратить лактацию можно разными способами, но не все они ... Какие таблетки для прекращения лактации обычно назначаются врачами ... Препараты против выработки грудного молока часто вызывают плохое самочувствие.";"Таблетки для лактации молока: эффективность, особенности ...";"http://kids365.ru/tabletki-dlya-laktacii-moloka/";"29 июн 2015 ... Таблетки для лактации молока: стоит ли принимать, когда эффективны, как действуют. ... Его вызывают разные факторы: беспокойное поведение малыша, ... Они не требуют приема препаратов для увеличения лактации молока. Просто ... Благодаря таблеткам можно продлить лактацию.";"Таблетки для лактации: препараты и средства для увеличения ...";"https://vseprorebenka.ru/laktaciya/opyt/tabletki-dlya-laktacii.html";"Какие лучше выбрать в вашем индивидуальном случае? И всегда ... Обзор таблеток и препаратов для улучшения лактации грудного молока у кормящих мам .... Опыт применения этих препаратов мамочками можно посмотреть на видео. ... Количество активных веществ в них не столь велико чтобы вызвать  ..."
"63AACC57-C791-F160-40AC-2CA4497043D9";"Как избавиться от рвоты во время беременности";;"hZiLXOl5Wuc";"Как избавиться от тошноты при беременности - beremennost.net";"http://beremennost.net/kak-izbavitsya-ot-toshnoty-pri-beremennosti";"Для многих будущих мам тошнота при беременности становится обязательным ... чувствуя подташнивание, которое к тому же заканчивается рвотой, не хочется никому. ... Как избавиться от токсикоза во время беременности.";"Токсикоз во время беременности: чем он может быть вызван и ...";"http://puziko.online/beremennost/slozhnosti/kak-izbavitsya-ot-toshnoty.html";"Если вы хотите узнать, как беременным избавиться от тошноты, ... Поэтому, чтобы избавиться от токсикоза, постарайтесь исключить из своего ...";"Как избавиться от тошноты во время беременности?";"https://womanadvice.ru/kak-izbavitsya-ot-toshnoty-vo-vremya-beremennosti";"Как можно бороться с тошнотой во время беременности? ... что будет выражаться головокружением, головными болями, тошнотой, рвотой и пр. В этом ..."
"218BC3A1-6DCB-F80F-1BF9-F0564029D5AC";"Почему сильная боль после удаления зуба?";;"jeG4HA0WVm4";"БОЛИ ПОСЛЕ УДАЛЕНИЯ КОРНЯ ЗУБА – МАСТЕРДЕНТ";"http://mdent-ufa.ru/articles/58/";"Иногда после удаления зуба болит десна и появляется отек. ... Сильные болевые ощущения на месте удаленного зуба, которые не стихают. 3.";"Что может болеть после удаления зуба. - СтомПорт";"https://stomport.ru/stati/chto-mozhet-bolet-posle-udaleniya-zuba.";"Если через 1-3 дня после удаления зуба в лунке возникает сильная боль, которую трудно унять даже приемом обезболивающих препаратов, то можно  ...";"БОЛЬ ПОСЛЕ УДАЛЕНИЯ ЗУБА ХАРЬКОВ";"http://www.valeodent.com/bol_posle_udaleniya_zuba.html";"Причиной боли после удаления зуба может быть развившийся альвеолит .... Больные жалуются на сильные боли невралгического характера, которые ..."
"934706F2-D1F6-3B09-E2E7-6220ABD76B55";"Как бороться с гриппом";;"1_h5mRRXj5I";"Простуда и грипп: как справиться с вирусами? - Likar.Info";"http://www.likar.info/gripp-i-prostuda/article-78756-prostuda-i-gripp-kak-spravitsya-s-virusami/";"12 дек 2016 ... Справиться с простудой и гриппом можно в считанные дни, если лечиться правильно. Узнайте, что делать, если у вас или вашего ...";"Как бороться с гриппом? - Полезные советы по специальности ...";"http://www.medlinks.ru/article.php%3Fsid%3D35581";"10 мар 2009 ... Осложнения после гриппа могут привести к летальному исходу ... бороться с вирусами и бактериями, которые мы подхватываем.";"Как бороться с гриппом? / Лечение гриппа - Лечение заболеваний";"http://medpain.net/lechenie-grippa/kak-borotsya-s-grippom/";"Входными воротами инфекции при респираторных заболеваниях, в том числе и гриппе, являются слизистые оболочки рта, глаз, носа. Про то, что ..."
"030A9BD9-8555-27E4-56D1-E52CF70DEBE7";"Как растворить камень в желчном пузыре";;"oR7isDBV0Pw";"Как растворить камни в желчном пузыре? | Блог Ирины Зайцевой";"https://irinazaytseva.ru/kak-rastvorit-kamni-v-zhelchnom-puzyre.html";"19 май 2013 ... Дорогие читатели, сегодня мы с вами поговорим о том, как можно растворить камни в желчном пузыре. Думаю, что для всех, кто с этой ...";"УРСОХОЛ: время растворять камни | Еженедельник АПТЕКА";"https://www.apteka.ua/article/15094";"15 мар 2004 ... Холестериновые камни образуются в желчном пузыре только при ... оказывается достаточно высокой и полного растворения камней ...";"кто смог растворить камень в желчном? поделитесь опытом ...";"https://www.diets.ru/post/293396/";"14 окт 2011 ... Девочки! Кто нибудь знает реальные случаи растворения камня в желчном? ... Никогда вы камни в желчном пузыре не растворите."
"A3867FB6-62D6-CEAE-9F5D-18D6DBBDC592";"Как использовать имбирь";;"FuNNR0jif2U";"Как использовать имбирь для похудения, рецепты и отзывы";"http://www.racionika.ru/kak-ispolzovat-imbir-dlya-pokhudeniya/";"Как использовать имбирь для похудения, рецепты и отзывы - как имбирь влияет на снижение массы тела, рецепты с имбирем для похудения, .";"Имбирь – Полезные свойства, применение и похудение с его ...";"https://deluxe.com.ua/articles/spetsii/vse-ob-imbire.html";"4 мар 2012 ... При кашле, бронхитах также используют имбирь. Лечение кашля эффективнее проходит, если мелко измельченные корни заварить и ...";"Имбирь – полезные свойства и применение корня имбиря, вред ...";"https://www.ayzdorov.ru/tvtravnik_imbir.php";"Имбирь используется в качестве пряности, в свежем виде он очень ароматный, имеет острый вкус. Подобно чесноку его свойства помогают бороться с ..."
"541391E3-69EB-9BE8-6C35-BB2B216FFB5B";"Какие таблетки улучшают память";;"2Her0UfS3Ds]</li>  </ul>";"Как улучшить память и внимание: средства народной медицины ...";"https://okeydoc.ru/kak-uluchshit-pamyat-i-vnimanie/";"Из витаминов, улучшающих память ... таблетки, улучшающие память. К числу  ...";"Какие препараты улучшают память?";"http://farmamir.ru/2012/10/kakie-preparaty-uluchshayut-pamyat/";"Чтобы иметь отличную память, а также внимание, просто необходимо улучшать и подкреплять умственную деятельность. Ведь внимание, а также ...";"Лекарства для улучшения памяти - купить препараты и средства ...";"https://paniapteka.ua/medicaments/nervnay-system/pamat-vnimanie.html";"Таблетки для улучшения работы мозга и его кровоснабжения положительно ... Лекарства, улучшающие память и внимание, рекомендуются школьникам ..."
"1FCBE053-79F0-065A-9391-618A0A418044";"Как уменьшить боль в суставе";;"rjsj8ebnwOU";"Чем и как снять боль в суставах при остеоартрозе - Likar.info";"http://www.likar.info/travmatologiya-i-ortopediya/article-73744-chem-i-kak-snyat-bol-v-sustavah-pri-osteoartroze-rekomendatsii-vrachej/";"13 окт 2015 ... Вы наверняка слышали от пожилых людей жалобы на боль в суставах. Ничего удивительного в этом нет. Ведь именно боль и ...";"Снятие острой боли, препарат димексид, препарат кетонал ...";"https://www.adamzdorovie.ru/arthritis-a-terrible-disease/how-to-kill-sharp-pain.html";"способы уменьшения острой боли в суставе;. уменьшение воспаления сустава. Снятие острой боли в суставе даже в домашних условиях вполне ...";"Как снять боль в суставе. Что снимает воспаление сустава и ...";"https://www.adamzdorovie.ru/arthritis-treatment-by-herbs/to-kill-a-joint-pain.html";"При артрите (артрозе) для снятия сильной боли в суставе Вам поможет высокоэффективное средство - производства Аркофарма - Франция - Харпаго ..."
"2B3C14E1-7A9A-1E3E-5841-E4D80EA63712";"Какие лекарства помогают от поноса";;"jNjc6JponY4";"Какие таблетки помогают при диарее? Что принять от поноса ...";"http://gastrit-yazva.ru/lechenie/tabletki-ot-ponosa/";"Средства, которые помогают при стрессовом расстройстве желудка, отравлении и ... Какое лекарство поможет от поноса, связанного с употреблением ...";"Таблетки от поноса у взрослых: быстрые и эффективные ...";"http://stopgemor.ru/tabletki-ot-ponosa/";"21 дек 2017 ... Какие таблетки от поноса у взрослых лучше и эффективнее? .... Применение препарата помогает быстро справиться с поносом, ...";"Таблетки от поноса: какое лекарство выбрать от диареи?";"http://ponosov.net/tabletki-ot-ponosa.html";"... цены в 2018 году. ▻ Какие принимать таблетки от поноса – разбираемся сами. ... Отравление и понос. Какие лекарства быстро помогут. Info."
"9BF6BA27-9AF7-4006-E2C2-7659564ED4B5";"Облепиха, как лечебное средство";;"5Ve92MM66zo";"10 полезных свойств облепихи - Комсомольская правда";"https://www.kp.ru/daily/26151.7/3039850/";"12 сен 2016 ... Отвар семян облепихи - прекрасное слабительное средство. ... однако далеко не все обладают реальным лечебным действием.";"Облепиха - лечебные и полезные свойства, применение и ...";"https://100trav.su/lekarstvennye-rasteniya/oblepikha-lechebnye-i-poleznye-svojstva-primenenie-i-protivopokazanie.html";"Облепиха ценное лекарственное растение, плоды облепихи обладают ... применяется как лечебно-профилактическое средство при гриппе (А и В), ...";"Облепиха полезные свойства и способы применения - О пользе";"https://opolze.net/svoistva/yagody/oblepiha.html";"В народной медицине ягоды облепихи используются с ... Ее применяли как лечебное средство в ..."
