GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"001D58C2-33A4-47FB-EF54-41273FBEC48B";"Что делать, если сильно болит горло";;"tVwTF77eyHM";"Боль в горле, болит горло и больно глотать, чем лечить в ...";"https://mag.103.ua/zhurnal/3-bolit-gorlo/";"1 ноя 2016 ... Что делать, когда болит горло и больно глотать? Как лечить в домашних условиях боль в горле, вы узнаете в журнале медицинского ...";"Очень сильно болит горло, что делать? | Народные знания от ...";"https://domovouyasha.ru/ochen-bolit-gorlo-chto-delat/";"31 мар 2014 ... Вы теперь знаете, что делать, если очень болит горло. Но, при боли в горле, при высокой температуре и кашле, боли при глотании, ...";"Что делать, если болит горло. Как эффективно избавиться от ...";"http://www.likar.info/gripp-i-prostuda/article-73600-chto-delat-esli-bolit-gorlo-5-sovetov-vracha/";"7 окт 2015 ... Что советуют делать врачи, если появилась боль в горле? Несмотря на то, что это очень распространенный метод избавления от боли ..."
"918C8B85-A371-3A03-31DF-445136D4F10D";"Что делать, если заложен нос";;"F0vtMvHosvA";"Заложен нос, что делать, если сильно заложен нос";"https://mag.103.ua/zhurnal/73-zalozhen-nos/";"Что делать, когда сильно заложен нос и невозможно дышать? Советы опытного отоларинголога вы можете прочитать в этой статье.";"Крайние меры. Чего не стоит делать, если заложен нос | ПРО ...";"http://www.aif.ru/health/pro/kraynie_mery_chego_ne_stoit_delat_esli_zalozhen_nos";"25 дек 2014 ... Заложенность носа может быть как сигналом о простуде, так и следствием мозговой грыжи. Существует еще несколько десятков ...";"Заложен нос: что делать в домашних условиях если он не дышит";"https://pneumoniae.net/zalozhen-nos-chto-delat-v-domashnih-usloviyah/";"Если не дышит нос узнайте, что можно сделать в домашних условиях для быстрого снятия заложенности и какие средства при этом эффективны."
"9DBDD999-AE38-9C00-14CA-5F5CF07CA456";"Что делать, если часто болеешь";;"2sOLL2J_lCk";"Очень часто болею, что делать? - Woman.ru";"http://www.woman.ru/health/medley7/thread/4932361/";"17 фев 2018 ... Постоянно вялая, больничные мне уже так часто на работе не дают, ... Если что, фрукты-овощи ем ежедневно, спортом занимаюсь.";"Если часто болеете - про психосоматику, часть 1: e_greenberg";"https://e-greenberg.livejournal.com/49643.html";"Во-первых, о том, что такое часто болею. Каждый человек имеет то или иное представление о том, что значит эта фраза. Здоров на практике для ...";"Почему часто болею простудными заболеваниями, что делать?";"http://svp.expert/medicina/pochemu-chasto-boleyu-prostudnymi-zabolevaniyami-psixologicheskie-prichiny/";"16 янв 2018 ... Почему часто болею простудными заболеваниями в зимнее время, когда одолевают вирусы и микробы. Как справляться, используя ..."
"80CC1732-B6AA-70E6-CED2-E9D8DCB3355D";"Как сделать компресс новорожденному";;"GWwSpWx2cR4";"Компресс для малыша";"http://www.moipodruzhki.ru/mother-and-child/kompress-dlya-malysha";"Что нужно приобрести для новорожденного? ... Компресс представляет собой многослойную повязку, сложенную в четыре-восемь слоев ( полотняную ...";"Колики у новорожденного. Как помочь малышу? - Сама по себе";"http://samaposebe.com/baby_colic";"Избавить новорожденного от коликов полностью, к сожалению, невозможно. ... Приложите к животику теплую салфетку, слегка нагретую грелку или теплый компресс. Помочь ... Их можно приобрести в аптеке или сделать самим.";"Как сделать компресс ребенку - Все про детей";"http://www.vse-pro-detey.ru/kak-sdelat-kompress-rebenku/";"Как сделать компресс ребенку В некоторых случаях лечение детских болезней не обходится без компрессов. Когда доктор их назначает, первое что ..."
"B7B36213-3E7D-D0C5-9BAC-3C682048F8CC";"Что делать при сильной боли в пояснице";;"JSF46a6JBng";"Острая боль в пояснице: что делать, лечение в домашних условиях";"https://pozvonochnik.guru/boli-v-poyasnitse/kak-snyat-ostruyu-bol-v-poyasnitse.html";"Острая боль в пояснице ощущаются в поясничном отделе, сопровождаются ... При острой боли не исключены проблемы: остеомаляция, болезни, ... для достижения эффекта принимают сильные средства, но не дольше 2-3 раз:.";"Острая боль в спине | Позвоночник.org";"http://pozvonochnik.org/pang";"Внезапные приступы острой боли в спине могут быть очень тягостными и ... При возникновении острой боли прежде всего прекратите делать то, чем вы ... Боль сильная, длительная, утихает только при наклоне вперед.";"Боль в пояснице. Причины боли в пояснице и методы лечения";"https://www.kp.ru/guide/bol-v-pojasnitse.html";"6 апр 2014 ... Что делать при болях в пояснице, какие методы лечения ... в виде таблеток или мазей, а в случае сильной боли – в виде инъекций."
"426875C1-01CF-D554-FC82-337B9DC143A8";"Делать ли аборт - аргументы за и против";;"RGU8J978eK0";"Аргументы против абортов | nashy-detky.com.ua";"https://nashy-detky.com.ua/beremennost/argumenty-protiv-abortov.php";"13 дек 2015 ... Самый главный аргумент против абортов то, что это ваш ребёнок, ... ребёнка или сделать аборт, то она услышит кучу аргументов за ...";"10 аргументов «за» и «против» аборта - Beautynet.ru";"http://www.beautynet.ru/pregnancy/3038.html";"22 июл 2011 ... Десять аргументов «за» и «против» аборта ... Аргументы «против» ... В подавляющем большинстве случаев аборт делают на первом ...";"Аргументы "за" и "против" - Мы - против абортов - Google Sites";"https://sites.google.com/site/myprotivabortov/fakty-za-i-protiv";"Многие граждане выступают против аборта, поэтому использовать их деньги для ... Больше трети абортов делают несовершеннолетние или молодые ..."
"A29C975A-4750-0439-FD98-DC1801654DC2";"Что делать при судороге икроножных мышц";;"aLr_YNTQ3wQ";"Судороги ног и икроножных мышц - что делать при наступлении ...";"http://fitfan.ru/phyzio/2307-sudorogi.html";"7 июн 2011 ... Ошибочно называть судорогами спазм икроножных мышц, наиболее ... что делать и как поступать при развитии судорожного припадка.";"Судорога икроножной мышцы ночью: причины появления и ...";"https://rodinkam.com/diagnostika/prichinyi-vozniknoveniya-sudorog-ikronozhnyih-myishts-nochyu-i-ih-lechenie";"Но во время судороги чаще всего ощущается ... Эффективно надавливание на икроножную мышцу.";"Судорога икроножной мышцы: что делать, когда свело ноги?";"http://feetinfo.ru/nedugi/cramps-numbness-swelling/sudoroga-ikronozhnoj-myshcy-chto-delat.html";"Повторите это действие несколько раз, пока судорога не уйдет. Если в течение тридцати секунд не ..."
"E51B903B-014A-6A09-8943-0ACB7EDFDA63";"Что делать, если на локтях и коленях появилась сыпь";;"6UX9JjURHjo";"У ребенка сыпь на локтях и коленях - VseProRebenka.ru";"https://vseprorebenka.ru/zdorove/simptomy/syp-na-loktyah-u-rebenka.html";"У ребенка сыпь на локтях и коленях: причины прыщиков и фото ... Аллергия. 3. Что делать при высыпаниях? 4. Как обеспечить ребенку ... Если раздражение появилось только с одной стороны, нужно исключить укус насекомого.";"Сыпь на локтях и коленях — причины и лечение - BadAcne";"http://badacne.ru/syp/syp-na-loktyah.html";"Что делать, если на локтях и коленях появилась сыпь (крапивница) ... Если появилась пузырьковая мелкая сыпь на сгибах локтей, вероятной причиной ...";"Что делать, если на локтях и коленях появилась сыпь ...";"https://www.kakprosto.ru/kak-832600-chto-delat-esli-na-loktyah-i-kolenyah-poyavilas-syp-";"Если появившаяся сыпь привела к пересыханию и шелушению кожи на локтях и коленях, ее можно увлажнить теплым льняным или оливковым маслом."
"341FB880-267A-42A1-1998-7D802D0FE960";"Что делать, если разболелся зуб";;"2HZwFoYEC3w";"Что делать если болит зуб: эффективные способы и средства ...";"https://www.pravda.ru/navigator/chto-delat-esli-bolit-zub.html";"13 май 2016 ... Что же в этом случае следует делать, какие лекарственные препараты ... Если зубы проявляют повышенную чувствительность к ...";"Что делать, если болит зуб - Лайфхакер";"https://lifehacker.ru/chto-delat-esli-bolit-zub/";"Лайфхакер собрал 7 проверенных временем и учёными способов, которые точно помогут, если болит зуб. Бежать в аптеку не придётся. Всё нужное ...";"Что делать, если болит зуб - Likar.Info";"http://www.likar.info/stomatologiya/article-59121-chto-delat-esli-bolit-zub/";"23 июн 2015 ... Что делать, если болит зуб, а попасть к стоматологу невозможно? Предлагаем вашему вниманию более 20 способов облегчения ..."
"64FA6E5D-B355-F662-B63B-DC1B5934A550";"Что делать, если болит челюсть";;"Z0TbamC5TZY";"Почему болит челюсть, как избавиться от боли, помощь врачей и ...";"https://propochemu.ru/189";"Почему болит челюсть, какие влияют заболевания, иные ситуации. Симптомы, что делать, если болит челюсть. К какому врачу идти, рецепты народной ...";"Болит челюсть? Вам знакомо это ощущение? - Шаг к Здоровью";"https://steptohealth.ru/bolit-chelyust-vam-znakomo-eto-oshhushhenie/";"Чаще всего у нас болит челюсть из-за повышенного напряжения и беспокойства. ... Если вам знакомо это неприятное ощущение, то вы знаете, что со ...";"боли в челюсти | Что делать, если болит челюсть? | Лечение ...";"http://www.eurolab.ua/symptoms/pain/180/";"боли в челюсти - симптомы болезней человека на портале EUROLAB - боли и характерные внешние признаки заболеваний, определение причины ..."
"773CF5F5-967C-6404-EAF0-30AD158C34E9";"Кому нельзя делать прививку от гриппа";;"V3edhEm-Ve4";"Кому нельзя делать прививку от гриппа - MedQueen";"http://medqueen.com/medicina/farmakologiya/farmakologiya-novost/1101-komu-nelzya-delat-privivku-ot-grippa.html";"19 авг 2016 ... Прививки от гриппа проводятся во время сезонных эпидемий этого заболевания. Но нельзя делать прививку гриппа детям в возрасте до ...";"Прививка от гриппа: делать или нет - Лайфхакер";"https://lifehacker.ru/privivka-ot-grippa/";"Лайфхакер разобрался, поможет ли прививка от гриппа, кому бежать в поликлинику, а кому не ... При таких состояниях никакие прививки делать нельзя.";"Кому нельзя делать прививку от гриппа - Likar.Info";"http://www.likar.info/gripp-i-prostuda/news-58325-komu-nelzya-delat-privivku-ot-grippa/";"24 сен 2012 ... Врачи рассказали, кому прививка против гриппа противопоказана."
"0516720B-82EE-DF6D-DA36-D6734536031F";"Что делать при резких болях в животе";;"mYKttmvsFM8";"Что делать при болях в животе (желудке) и диарее? | ИМОДИУМ®";"https://www.imodium.ru/polezno-znat/stati/boli-v-zhivote-pri-ponose";"Что делать при поносе с сильными болями? Почему может болеть живот или желудок и подниматься температура при жидком стуле, читайте в статье ...";"Резкие боли в желудке: причины возникновения, лечение";"http://pishhevarenie.com/boli/v-zheludke/rezkie-boli-v-zheludke-prichiny-vozniknoveniya-lechenie/";"При сильной острой боли можно неверно определить ее локализацию. Кажется, что ... Читайте: Что делать, когда настигли желудочные колики: первая помощь ... Рассмотрим наиболее частые причины резкой боли в животе:.";"Девять причин боли в животе - Если боль отдает в пах — идет ...";"https://www.segodnya.ua/lifestyle/food_wellness/devjat-prichin-boli-v-zhivote.html";"Боль в животе — одна из наиболее частых жалоб больных. ... Отдачает ли боль куда-то, усиливается ли при движении, кашле, ... Какие были вначале боли: несильные, затем усилившиеся, сразу резкие, тупые. ... Что делать?"
"AFDB4C8E-42A8-C9AB-4693-6C7E73AB7937";"Что делать, если икаешь?";;"1CZ6Q3CBpLw";"Что делать, если икаешь - Изжога-отрыжка-метеоризм";"http://izjoge.net/ikota/104-chto-delat-esli-ikaesh";"Что делать, если икаешь Что же делать при появлении икоты? Это явление может возникнуть и у совершенно здоровых людей. В таких случаях в ...";"Икота: что делать. Нервные болезни - MedPortal.ru";"https://medportal.ru/enc/neurology/reading/10/";"... и пищевода. Сделать это можно либо путем отвлечения внимания, либо с помощью. ... Что делать, если икота все равно не проходит? Когда у вас не ...";"Как избавиться от икоты - Women's Health";"https://whealth.ru/zdorovye/kak-izbavitsya-ot-ikoty/";"Что делать, если икаешь дома. Или в гостях у друзей, например. В общем, там, где можно чувствовать себя свободно. Рядом кто-нибудь есть."
"AD765578-5C0D-2A05-67D5-F8351C7C76ED";"Что делать, если дергается глаз";;"9m-_lAEvqJs";"Дергается глаз – что делать? - Proglaza.ru";"http://proglaza.ru/articles-menu/465-dergaetsya-glaz.html";"11 сен 2015 ... В тех случаях, когда глаз дергается уже длительное время, ... В случае если тик носит непостоянный и непродолжительный характер, ...";"Что делать, если дергается глаз - TutKnow.ru";"https://tutknow.ru/medicina/10647-chto-delat-esli-dergaetsya-glaz.html";"Опасно ли состояние, когда дергается глаз, для здоровья. Почему появляется блефароспазм у людей разных возрастных категорий. Как избавиться от ...";"Что делать, если дергается глаз - Астигматизм глаз";"http://astigmatizma.ru/miokimiya-podergivanie-veka/";"Обычно в этом процессе участвует только нижнее веко одного глаза, но и ... Если дергается веко, почти всегда это доброкачественный процесс. То есть ..."
"8897654C-6737-F44B-938C-733DDE71572E";"Борщевик: что делать при ожоге";;"fWuVIuD43Jc";"Ожоги от борщевика: фото, как лечить, как избежать ...";"https://vreditel.net/sornyaki/neparazity/borshhevik/ozhogi-ot-borshhevika-foto.html";"Что делать, если получили ожог кожи борщевиком? ... При сильном поражении могут наблюдаться проявление гипертермии: повышение температуры, ...";"Ожог Борщевиком: Как лечить и что делать? (Фото) - Все про ожоги";"http://ozhogkoji.ru/vidy/pervaya-pomoshh-i-lechenie-pri-ozhogax-ot-borshhevika.html";"При соприкосновении с борщевиком человек может получить серьезный ожог, который нередко заканчивается негативными для здоровья ...";"Опасное растение: что делать при ожоге борщевиком ...";"https://www.obozrevatel.com/health/diseases/54320-ostorozhno-yadovityij-borschevik-chto-delat-pri-ozhoge-rasteniem.htm";"25 июн 2016 ... Осторожно, ядовитый борщевик: что делать при ожоге растением ... Одно из наиболее серьезных ядовитіх растений - борщевик ..."
"59A38EA6-BA6C-DD80-4410-6FBF88A135BB";"Что делать, если насморк не проходит две недели";;"BpYlG_vWb5Y";"Насморк не проходит 2 недели у взрослого; какие антибиотики ...";"http://your-lor.ru/nasmork-ne-proxodit-2-nedeli-u-vzroslogo-kakie-antibiotiki-pit/";"Если насморк не проходит 2 недели у взрослого, то это может быть ...";"Насморк не проходит 2 недели у взрослого, что делать";"https://nasmorklechit.ru/vzroslye/nasmork-ne-prokhodit.html";"Однако если заложенность носа не проходит две недели, или, хуже того, месяц – пора бить тревогу, задумываться почему, и подозревать неприятные  ...";"Насморк не проходит 2 недели у взрослого: что делать";"http://lechenienasmorka.ru/rinit/nasmork-ne-proxodit-dve-nedeli-u-vzroslogo.html";"Что делать, если не проходит насморк, который у взрослого пациента длится уже две или три недели? В первую очередь необходимо ..."
"E40362E7-5F27-DEF0-3AA8-8F1CABC6EAAF";"Как сделать так, чтобы зубы стали ровными";;"g2MB8dGUjKo";"Ровные красивые зубы – за один день? - Женское здоровье";"https://www.wh-lady.ru/rovnye-krasivye-zuby-za-odin-den/";"А сейчас стали изготавливать совсем тоненькие виниры – по 0,2 миллиметра. ... Они помогают изменить цвет зубов, сделать их более ровными. Но они ...";"Как сделать так, чтобы зубы были белые и чистые - wikiHow";"https://ru.wikihow.com/%25D1%2581%25D0%25B4%25D0%25B5%25D0%25BB%25D0%25B0%25D1%2582%25D1%258C-%25D1%2582%25D0%25B0%25D0%25BA,-%25D1%2587%25D1%2582%25D0%25BE%25D0%25B1%25D1%258B-%25D0%25B7%25D1%2583%25D0%25B1%25D1%258B-%25D0%25B1%25D1%258B%25D0%25BB%25D0%25B8-%25D0%25B1%25D0%25B5%25D0%25BB%25D1%258B%25D0%25B5-%25D0%25B8-%25D1%2587%25D0%25B8%25D1%2581%25D1%2582%25D1%258B%25D0%25B5";"Чистите зубы щеткой 2-3 раза в день. Следует чистить зубы ежедневно утром и вечером перед сном. При желании можно чистить зубы и третий раз , ...";"Красивые зубы – как сделать и сколько стоит? - Startsmile";"https://www.startsmile.ru/esteticheskaya-stomatologiya/krasivye-zuby.html";"30 ноя 2015 ... Как сделать красивые зубы и сколько это стоит. ... манипуляций, прежде чем их зубы стали соответствовать высоким стандартам, ..."
"767E28DA-6475-22B1-DC0D-6A7289E44333";"Что делать при первых симптомах проявления бронхита";;"GCNsH6wfrLI";"Пневмония: симптомы и лечение воспаления легких";"https://med.vesti.ru/articles/zabolevaniya/pnevmoniya-simptomy-i-lechenie-vospaleniya-legkih/";"Виды и причины пневмонии, симптомы, особенности заболевания. ... При первых признаках воспаления легких необходимо срочно ... В таком случае на фоне симптомов простуды, трахеита, острого, хронического бронхита, иного .... Температура 4 дня 37.7 не знаю что делать пошел в больницу сказали ...";"Бронхит у взрослых – причины, симптомы, значение цвета ...";"https://www.ayzdorov.ru/lechenie_bronxita_chtotakoe.php";"При возникновении первых симптомов болезни, ... Эффективное лечение бронхита ...";"Как избежать бронхита? | Здоровая жизнь | Здоровье ...";"http://www.aif.ru/health/life/1064119";"16 дек 2013 ... Как защитить себя и что делать, если первые симптомы уже появились? ... Но эти проявления проходят через несколько дней, а кашель может ... хроническим бронхитом, важно обращаться к врачу при первых же ..."
"83DA2689-4A80-3408-C536-6534703C5EEF";"Что делать, если у мужчины в паху появились покраснения";;"waoYrIKrR-g";"Покраснения в паху у мужчин: чем лечить раздражение промеж ...";"http://psoriazinform.ru/symptoms-of-disease/itching-and-redness/pokrasneniya-v-paxu-u-muzhchin-2.html";"21 сен 2016 ... Покраснения в паху у мужчин - это сигнал о развитии воспаления. ... К примеру, если такая проблема появилась из-за того, что человек носит ... Во- вторых, рекомендуется делать примочки с вяжущими растворами.";"Как и чем лечить покраснение, раздражение и зуд в паху у мужчин";"http://urolg.ru/diag/simptom/pokrasnenie-v-paxu-u-muzhchin-kak-i-chem-lechit.html";"Покраснение в паху у мужчин как и чем лечить быстро и эффективно .... Из них делают примочки, которые прикладывают на пораженную область. ... Если у мужчин в паху появились красные пятна и они чешутся, вопрос чем ...";"Покраснение в паху у мужчин: причины, как лечить";"http://kakbik.ru/zabolevaniya/dermatologiya/pokrasnenie-v-paxu-u-muzhchin.html";"Покраснение в паху у мужчин: причины, как лечить. ... Только эти манипуляции помогут сделать правильные выводы о настигшем вас недуге и ... Однако если все-таки случилось так, что мужчина заметил у себя некоторое покраснение в паху, ... Появились язвочки на головке полового члена: что делать?"
"8127C66E-47F4-E653-D0F8-2522D6270B34";"Как делать массаж слезного канала";;"DL9Z9J2hDNE";"Как правильно делать массаж слезного канала у новорожденных ...";"http://vsetelo.com/detskij/massazh-dlya-novorozhdennyx/lechenie-sleznogo-kanala.html";"Решение проблем закупорки протоков слезного канала у новорожденных при помощи массажа. Симптомы и причины заболевания. Техника ...";"Массаж слезного канала у новорожденных / Mama66.ru";"http://mama66.ru/child/massazh-sleznogo-kanala";"Массаж слезного канала назначается для профилактики и лечения ... или медсестра показали маме, как делать массаж глаз новорожденному. Массаж  ...";"Массаж слезного канала у новорожденных: советы при ...";"https://zrenie.online/dakriotsistit/massazh-u-novorozhdennyh.html";"Делается массаж слезного канала у новорожденного теплыми руками ..."
"46CB9B5D-BE8E-D8E9-1868-718E69D38B2C";"Как сделать горчичники";;"boDyJ90X7dc";"Как сделать горчичники из сухой горчицы в домашних условиях ...";"https://lorinol.ru/throat/folk-remedies-for-cough/kak-sdelat-gorchichniki-iz-suxoj-gorchicy.html";"Многие интересуются, как сделать горчичники из сухой горчицы, ведь содержание эфирных масел в ней благотворно воздействует на сосуды, ...";"Горчица как медицинское средство. Горчичники как делать?";"http://www.missinfo.ru/meditsinskiesredstva/gorchitsa";"Горчичники как делать? Горчичники. Горчица применяется для различных процедур (горчичники, горчичные обвертывания, ванны, компрессы и др.) ...";"Горчичники. Как ставить горчичники. Как самому сделать ...";"http://n-retsept.ru/gorchichniki.html";"Как правильно применять горчичники. Горчичники детям. Самодельный горчичник из теста и горчицы. Противопоказания."
"6AC60E58-451E-FAF9-C28C-EC55C3EA276D";"Что делать, если потянул шею";;"qDTky1faSvg";"Потянул шею что делать в домашних условиях - Первая помощь";"http://vseopomoschi.ru/travmy/potyanul-sheyu-chto-delat.html";"3 фев 2016 ... Если человек потянул шею, то при попытке делать движения головой возникает боль интенсивного характера. Также наличествуют и ...";"Что делать, если потянул шею?";"https://okpozvonok.ru/shejnyj-otdel/potyanul-sheyu.html";"Такая ситуация случается как с взрослыми, так и с детьми, поэтому каждому человеку необходимо знать что именно делать, если движения в шее стали  ...";"Потянула шею ....или просквозило. Чем снять болезненные ...";"https://www.babyblog.ru/community/post/living/1727792";"15 окт 2012 ... Потянула шею ....или просквозило. Чем снять ... все пройдет. Мне блокаду делали как-то. когда долго не проходило. Нравится. Ответить."
"C4C93226-4A3F-0068-CAB2-BA8F35B9AD59";"Солнечный ожог, что делать и чем лечить";;"9j8XYSzx6d0";"Лучшие средства от солнечных ожогов: чем лечить и как лечить.";"https://www.papaimama.ru/arts.php%3Fart%3Dsredstva-ot-solnechnyh-ozhogov";"Если появился солнечный ожог, как лечить его правильно всегда подскажет врач. ... Первая помощь при солнечном ожоге: что делать и чем мазать.";"Солнечные ожоги: симптомы, первая помощь и лечение - DiVA.BY";"https://www.diva.by/beauty/body/burning/solnechnye-ojogi-simptomy-lechenie.html";"Чем лечить солнечные ожоги? Как убрать покраснения и волдыри? Советы по первой помощи и восстанавливающим процедурам от Diva.by!";"Лечение солнечных ожогов: обзор домашних и аптечных средств";"https://beztravmy.ru/ozhogi/lechenie-solnechnyh.html";"29 янв 2018 ... Особенности и степени солнечных ожогов: лечение в домашних условиях аптечными и ... Первая помощь при солнечном ожоге ..."
"78BFF147-B3CE-1D95-72FD-CD0901B52D1F";"Что делать при растяжении связок";;"OVHQ-nwwmAE";"Растяжение связок — Википедия";"https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B0%25D1%2581%25D1%2582%25D1%258F%25D0%25B6%25D0%25B5%25D0%25BD%25D0%25B8%25D0%25B5_%25D1%2581%25D0%25B2%25D1%258F%25D0%25B7%25D0%25BE%25D0%25BA";"Растяжение связок — распространённый вид травмы. Растяжение обычно возникает при ... увеличится вероятность повторных растяжений; однако не следует делать те упражнения, которые вызывают сильную боль — для них  ...";"Как лечить растяжение связок стопы и голеностопного сустава?";"https://vashaspina.ru/rasprostranennaya-travma-rastyazhenie-svyazok-golenostopnogo-sustava-kak-ee-lechit/";"Что делать при незначительном растяжении связок, когда симптомы не так интенсивны и обращаться к врачу нет смысла? Лечение растяжения связок ...";"Что делать при растяжении связок: симптомы растяжения ...";"http://mjusli.ru/krasota_i_zdorove/lechimsya-sami/rastyazhenie-svyazok-v-ozhidanii-vracha";"Растяжение связок – крайне неприятная и болезненная травма. Что делать при растяжении ноги, руки, плеча или спины? Что стоит предпринять для ..."
"58458780-DD18-08B9-2E43-73418C73B2F0";"Как делать гинекологический массаж";;"kTUgrCAz0Jo";"Массаж гинекологический - эффект фантастический! - Babyplan.ru";"http://www.babyplan.ru/biblioteka/_/ginekologija/massazh-ginekologicheskij-effekt-fantasticheskij";"13 окт 2012 ... Гинекологический массаж матки – естественный способ .... Как процедура это делают только в странах бывшего СССР.... Для того ...";"Как делать гинекологический массаж самостоятельно?";"http://lechenie-narodom.ru/kak-delat-ginekologicheskij-massazh-v-domashnih-usloviyah/";"Как делать гинекологический массаж в домашних условиях? Самостоятельно, по Норбекову, китайский точечный массаж. Эффективность процедуры ...";"Гинекологический массаж: как он помогает в зачатии - UaUa.INFO";"http://www.uaua.info/beremennost/planirovaniye/article-34785-ginekologicheskiy-massazh-kak-on-pomogaet-v-zachatii/";"20 май 2014 ... Гинекологический массаж – это физиологический оздоровительный метод, который улучшает состояние внутренних органов женщины ..."
"B87DC9F4-5BED-A755-41FF-3BE7DA4B0F8A";"Зубная боль. Что делать?";;"bdjWOxtec-s";"ОСТРАЯ ЗУБНАЯ БОЛЬ - как быстро снять - методы ...";"https://www.uadent.com/ostraya-zubnaya-bol/";"20 янв 2018 ... Многих интересует вопрос – что делать, если острая зубная боль не дает спокойно заниматься бытовыми делами и отвлекает на ...";"Что делать если болит зуб: эффективные способы и средства ...";"https://www.pravda.ru/navigator/chto-delat-esli-bolit-zub.html";"13 май 2016 ... Справиться с зубной болью на первых порах помогают лекарственные препараты, иногда — полоскания и рецепты народной ...";"Болит зуб сильная острая зубная боль как убрать чем снять - ЛД";"https://www.lumident.kiev.ua/zubnaya-bol";"Как быстро избавиться от сильной острой зубной боли⭐Рекомендации врачей ... Делают рентгенологический снимок, далее на основе полученной ..."
"AD4E0362-895B-8466-B6C6-EF2AC1A7A8D9";"Как сделать прогревание уха";;"a9kyvUOehXw";"Как лечить уши в домашних условиях";"http://uchidoma.ru/lechenie-ushej/";"При наружном и среднем отите показаниями к прогреванию уха являются ... Есть много способов, при помощи которых можно делать прогревание уха.";"Прогревание уха при отите сухим теплом синей лампой";"http://lorhealth.ru/uxo/otit/lechenie/narodnyie-sredstva/progrevannie.html";"Прогревание уха в домашних условиях: компрессы, синяя лампа, борная кислота, мешочек с ... Узнаем, как сделать прогревание камфорным спиртом.";"Как прогреть ухо в домашних условиях? Когда можно греть?";"http://lechenie-narodom.ru/kak-progret-uho-v-domashnih-usloviyah/";"17 ноя 2015 ... This video may be inappropriate for some users. Sign in to confirm your age. Watch Queue. Queue. Watch QueueQueue. Remove all ..."
"1A871DFC-89CE-6644-55A3-A047C127587A";"Как делать масаж простаты";;"z_8R0NpJFws";"Как самому сделать массаж простаты в домашних условиях?";"https://potencija.com.ua/blog/kak-samomu-sdelat-massazh-prostaty/";"Можно ли делать массаж простаты самому? Во-первых, изначально самостоятельно делать массаж простаты себе не следует. Это должен делать ...";"Массаж простаты дома мужу для кайфа пальцем и прибором: как ...";"http://prostatitoff.net/massazh-prostaty-doma-muzhu-dlja-kajfa/";"Массаж простаты – это процедура, которая позволяет не только излечить ... О том, как правильно делать массаж простаты дома мужу для кайфа, ...";"Массаж простаты пальцем мужчине - как правильно делать?";"http://prostatit.guru/prostata/massazh-prostaty-paltsem/";"Полезен ли массаж простаты пальцем самому себе? Как делать массаж предстательной железы самостоятельно: подготовка и техника выполнения  ..."
"AEC7EDE5-94B1-FC12-0E02-5AA31DC29078";"Что делать, если укусила оса";;"KIyIFLx7vcY";"Что делать, если укусила оса или пчела - советы - Zakon.kz";"https://www.zakon.kz/4801551-chto-delat-esli-ukusila-osa-ili-pchela.html";"23 июн 2016 ... В статье мы разберемся, что делать, если укусила оса или пчела, какова первая помощь при укусе пчелы или осы, подскажем, что ...";"Что делать если укусила оса — Укусили!";"http://ukusili.net/chto-delat-pri-ukuse-osy/";"Что делать если укусила оса. 28.04.2014 Рубрика: Насекомые. Осы, одни из немногих насекомых, не имеющих четкого научного определения.";"Что делать, если укусила оса - Likar.Info";"http://www.likar.info/zdorovye-vsey-semyi/article-63059-chto-delat-esli-ukusila-osa/";"24 сен 2013 ... Главная Здоровье всей семьи Что делать, если укусила оса ... оса Большинству людей укус одной осы никакими серьезными ..."
"0A4EA8F2-0D57-DFC6-73BC-DA9F5D8E0548";"Что делать, если отекают веки после сна";;"X0t7afdUfhc";"Отекают верхние веки глаз: причины, симптомы, диагностика и ...";"https://legkopolezno.ru/zozh/krasota-i-uhod/otekayut-verhnie-veki-glaz/";"Что делать, когда отекают верхние веки глаз, каковы причины этого явления ? ... вопрос: «Почему сильно опухают веки глаз именно по утрам, а не днём, когда человек ... Если этих процедур недостаточно, нужно будет провести ...";"Почему отекают веки и как с этим бороться - Единственная";"http://edinstvennaya.ua/fashion-beauty/care/1077-pochemu-otekayut-veki-i-kak-s-etim-borotsya";"6 ноя 2015 ... Глаза - наше все, поэтому видеть по утрам в зеркале заплывшее лицо не ... Если отеки случаются регулярно, то обязательно следует исключить ... острой пищи после пяти часов вечера, ограничить питье и делать ...";"Отеки глаз по утрам: причины и лечение у взрослого и ребенка ...";"https://zrenie1.com/bolezni/simptomy/otek-glaz/utr-ot-gl.html";"Почему отекают глаза по утрам - особенности симптомов и подход к ... Домой Симптомы Отек глаз Что делать, если отекают веки глаз по утрам? Важно ..."
