GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
F0E33C59-3A04-DC8A-B8FC-70586DEFF0FC;Как измерить ректальную температуру;wVeHAyy7cGk;;;;;;;;;
25532C1C-3933-D89F-3FE9-BA466ADCFCE0;Как промыть носоглотку;;;;;;;;;;
CF09412F-70E9-0BE6-CAAC-1CD1016F5960;Как избавиться от импотенции;Gx02-kWvun8;;;;;;;;;
2F705CC4-9947-FD5C-A89E-81E797C446A7;Как избавиться от шишек на пальцах ног;;;;;;;;;;
385A0C83-E288-022A-24CE-6AB7B36D7860;Как избавиться от аритмии;;;;;;;;;;
FA7C07DD-775B-BF0E-623C-F6C711F9B604;Как предотвратить ветрянку;;;;;;;;;;
18792168-B93F-4DC2-64B8-63E700352011;Как остановить кровь из десен;orO51aNppm8;;;;;;;;;
3E16C3BB-BE7C-97C7-B78D-E84B8ADB239A;Как избавиться от молочной кислоты;;;;;;;;;;
7BAE4AEB-89BC-4B2B-490A-34C0FDB34323;Как избавиться от молочницы у мужчин;;;;;;;;;;
DB5189FE-588B-EF84-C1BF-F9783480F8FB;Как перевязывать раны;;;;;;;;;;
DDD67B4B-803B-A3B2-94AA-8E2E417C2B43;Как определить грыжу у ребенка;2Ic1Fa6kcbk;;;;;;;;;
A09FCC1D-E0B9-137F-E647-F45B3C7D106F;Как избавиться от кашля при беременности;;;;;;;;;;
69638907-7403-2638-8AAD-8F004DC9CA2E;Как лечить белый налет на языке;xQTmBnWsTjc;;;;;;;;;
AE22D092-641A-1CB6-F78E-03E8CF7B25F2;Как накладывать шину при переломе;;;;;;;;;;
632FD50C-2B4F-AA49-C4F2-21281B939E60;Как вылечить цветной лишай;22G2ehf8Gq4;;;;;;;;;
1809D8F4-CE77-FCE4-729C-6795803215B4;Как лечить ухо борным спиртом;;;;;;;;;;
63DB5DF6-EBFE-056D-1512-47B34FAED228;Как снять воспаление зуба;;;;;;;;;;
C848D513-B289-C6AE-7069-069A6FDBE3ED;Как успокоить зуд;;;;;;;;;;
7A8BDD0E-3529-3139-C3A3-18C8F31E67A1;Как облегчить зуд при ветрянке;FS9PkpdSr84;;;;;;;;;
A8EBC776-9BCA-4E6A-53FD-CF55F627D7C7;Как снять заложенность носа у ребенка;;;;;;;;;;
E2A049FD-FEBC-2B28-BBEB-95AE51E73610;Как избавиться от фарингита;bKI8q9c1f0s;;;;;;;;;
DCDA9715-94F9-B11A-9BD0-E671E69FD6B2;Как наладить цикл;;;;;;;;;;
E009BD04-56BF-03C6-4062-5EC4EAAB7912;Как снизить нижнее артериальное давление в 2018 году;;;;;;;;;;
E4FD4259-09D7-3408-C4CE-AC966D12EAF5;Как вынуть кость из горла;;;;;;;;;;
8456BC72-AB7E-8394-0606-A41AC77A9D2F;Как удалить кариес;feUZdm_r_bA;;;;;;;;;
97AD7FAA-62EA-9B8E-30AC-B3732743CCB6;Как поправиться без таблеток;;;;;;;;;;
A6C30678-ED52-D243-B1A7-149F8B16E369;Как снять мигрень;AzoDRIJrSS4;;;;;;;;;
9A07341B-BA98-6398-45AA-7E25141A6350;Как избавиться от малярии на губах;;;;;;;;;;
702E413A-8BD3-29ED-94AD-FCF0F19935D5;Как избежать отравления;;;;;;;;;;
74CAD438-9F34-6460-FBB6-28FA49343A04;Как лечить болячки в носу;7HPL1V8_rtU;;;;;;;;;
F8F7B172-28A4-2187-79FD-011A97CE7749;Как понизить мочевую кислоту в крови;NuiUdeJNQXg;;;;;;;;;
E8A49BAA-70F0-068F-65A5-EF3884BC6E61;Как поставить компресс;;;;;;;;;;
150ED98A-14E5-E4A3-3083-F37063CDEFE4;Как стабилизировать артериальное давление;;;;;;;;;;
511267FC-C447-C5CB-6DDF-F0BF03F99605;Как избавиться от жирной перхоти;;;;;;;;;;
4A4F5C4A-F52B-231D-EDB9-23230B31400E;Как вставлять клизму;;;;;;;;;;
5C34E6F0-9995-7CCD-D5C0-F8E8164446BF;Как избавиться от синяков и ушибов;;;;;;;;;;
D023507F-9F6F-FACF-3CF1-7E1F767910FF;Как поднять сердечное давление;JSF46a6JBng;;;;;;;;;
82DDD72D-4E05-AFB1-020A-EDEDC6FB2B95;Как лечить кальцината;WaY0yxRssVw;;;;;;;;;
80692EEB-50F4-6E8A-4BD1-4BF749307B2C;Как восстановить речь после инсульта;xFDKfT8W8-Q;;;;;;;;;
97D7946A-2524-C3B4-0DA4-55BC3F7BBC06;Как вытащить занозу из пальца;;;;;;;;;;
E9EC6605-E84C-64DC-2ECE-A628D647A35B;Как снять заложенность уха;;;;;;;;;;
B034B75C-715B-0514-7AC6-CD2E4EF931F8;Как уменьшить миндалины;IndW-ui-s5g;;;;;;;;;
1200FC81-A905-CE1A-126C-33AA8402CC60;Как лечить горло кормящей маме;ts3ePL_FLK0;;;;;;;;;
79C5D071-ECA8-BD3D-4409-E2C1EFF8107E;Как измерить температуру новорожденному;;;;;;;;;;
42645D66-CB2C-A477-EC2F-BF27FED0E9F7;Как использовать барсучий жир;;;;;;;;;;
F1FD0D8D-A921-FBAA-8D74-B42F834E6FE6;Как восстановить позвоночник;6I1jcMYCGyI;;;;;;;;;
ABD1C0D4-EBC1-DEA5-27CB-8924DF3E8D14;Как лечить стригущий лишай у людей;;;;;;;;;;
5F3C6D60-7877-5445-BD4E-922F61F74F4C;Как вывести жировик с лица;jiGTE5EJ1F8;;;;;;;;;
E483513C-CA18-C085-9788-9AA148E59AB4;Как вывести быстро вшей;;;;;;;;;;
F54483A1-D3AC-32F9-B3FD-4AC9A1634DF2;Как снять ушную боль;GgQp4o2BrWk;;;;;;;;;
59F9EAA7-579B-15EC-16F3-160367CE1BD0;Как ставить вагинальные свечи;;;;;;;;;;
3F1F1F8B-43B4-8AAA-230C-B0C9BE7F3DB1;Как избавиться от шрама от ожога;;;;;;;;;;
AF8F5469-78BA-E27A-63B7-666647C6476F;Как убрать вздутие живота;wEsaVfFK1zQ;;;;;;;;;
2EE969FF-7B01-C956-B2D0-C9EF70F97A30;Как вывести бородавки на ступнях;Z4_QGxeRXqc;;;;;;;;;
033E19AD-7B41-BA66-C6A4-96455D3B31BD;Как избавиться от закрытых комедонов;0IPvh8nQ7ng;;;;;;;;;
A0887129-1CE3-7B0F-1E7E-294EF9DEC573;Как избавиться от отрубевидного лишая;;;;;;;;;;
6FA6949E-EBE6-6127-7F8C-D44778842074;Как избавиться от цепня;Xa68aYqWCJs;;;;;;;;;
21FAA58E-C63F-9B7A-C5BE-A61FE4D92C00;Как поставить банки;;;;;;;;;;
3B1D3D6D-4427-45E5-C402-DEAC49054E1F;Как убрать геморроидальные шишки;;;;;;;;;;
83C928B8-B523-6484-00F4-BBB9A490FB1A;Как справиться с изжогой;cgwdQjBUvyo;;;;;;;;;
924AD4EE-F9AB-51F9-CB28-8987A9647AA9;Как понизить давление быстро;deECibPlfSI;;;;;;;;;
A1A6F2B1-FAB2-ACA9-2B43-BD70FC22D0E4;Как улучшить работу кишечника;kgXsEZ5sp_0;;;;;;;;;
C96A62AD-AD76-771B-F36C-B2712B54E86B;Как понизить билирубин;4K9i7MPeuVg;;;;;;;;;
975028C3-81E0-E7E6-69AF-C0A556E010CB;Как понизить эритроциты;9Q6Kij3VOGw;;;;;;;;;
F9E6D5DA-9530-EF09-8A58-50A887B781DD;Как набраться энергии;a04cknAYLEQ;;;;;;;;;
A8CA6BBD-A604-92D3-C4CB-32902239D177;Как избавиться от трещин на губах;SuorLp1QAmI;;;;;;;;;
DFDFCEE8-A433-0717-93C7-3D2E5C164315;Как удалить жировик на голове;;;;;;;;;;
F278212B-F5EC-AF01-3483-E1BF70383641;Как удалить гемангиому;;;;;;;;;;
B2075CB4-F52F-9D3C-1BF7-5D4E5F652EAD;Как убрать внутренний прыщ;0Y8Wg_TyVdY;;;;;;;;;
0AFC66E5-7C21-8B79-90D2-D9FD1F9A40B9;Как избавиться от хронического тонзиллита;sk7vWtA9bN8;;;;;;;;;
3BC9D6F8-2FE4-5B71-1D26-475E87CD1F21;Как улучшить кровообращение головного мозга;Z0ETpHLI8Hc;;;;;;;;;
BB754974-3CF6-1D34-162B-5FB06366C4AB;Как выправить осанку;Mc7o_l_A64k;;;;;;;;;
CC4274DD-57B8-6AD3-2B1C-CA2F5C0D6BD4;Как избавиться от воды в ухе;s-gQ6mm0YvE;;;;;;;;;
9F2855E6-9A49-A2C7-3981-8F1DF64E85D2;Как убрать зубной налет;2x6vWM9iDI4;;;;;;;;;
38FC4FA1-1405-39E6-B362-F53EF2EFA3CA;Как вылечить шишки от уколов;;;;;;;;;;
A8421F53-11B0-3F16-7F61-0CF466BE0CC1;Как очистить почки;;;;;;;;;;
3E974C75-6E1D-4BAC-5515-5B9E0105E28A;Как ускорить заживление перелома;htIho0_Z-0o;;;;;;;;;
6EFFF166-7429-2FEB-10D4-19228A261D10;Как повысить остроту зрения;cSjYfQ-k2AI;;;;;;;;;
C0005D99-74B4-5BFA-7898-247B78AEC300;Как вывести чирей;;;;;;;;;;
238A1A74-1234-6A13-AF3B-DFD13DDD0A06;Как выгнать камни в мочеточнике;;;;;;;;;;
543D9019-350F-6BD1-ED02-A15E6E876733;Как избавиться от гнусавости;;;;;;;;;;
1E19F05C-1D89-0354-094B-46C79581F8FB;Как избавиться от шлаков и токсинов;qzjHlneahx4;;;;;;;;;
8FE957EA-0641-85BC-873C-70DAD44402AC;Как снять изжогу;Sf7MIqdted0;;;;;;;;;
550691E4-5191-2B40-F920-2288EA360CA1;Как выйти из невроза;Zj2oxrRcwqg;;;;;;;;;
79DED2F3-2C40-8985-8133-B1AE8F911E47;Как избавиться от жировика на веке;pwtgnY0mepM;;;;;;;;;
A946C7A2-0327-D455-DD84-67F65D8F3448;Как избавить от простуды;odEebJICXNI;;;;;;;;;
C5C687CA-EB3D-0AA0-1C6F-85AEAC5E4823;Как снять головокружение;;;;;;;;;;
C2FEEC57-F9D6-A5E0-6A22-574EC7860C40;Как сбить температуру у взрослого человека;YDkhqFKy44g;;;;;;;;;
32E7CD6B-2157-E79E-1AAE-1938BC80E539;Как уберечься от вирусов;hksz_8ZQmDM;;;;;;;;;
A084DD7F-A614-17F5-5A00-43B9BCA0CF7A;Как почистить поджелудочную железу;;;;;;;;;;
E3BFFB72-D7EE-CC66-3BC7-81601D0EF350;Как восстановить печень после праздников;K09wDAVFlXg;;;;;;;;;
FB26561F-1F07-54DC-E92B-830673B0714C;Как избавиться от гнойных пробок в горле;;;;;;;;;;
83E353D1-678E-31D3-84D6-8BCBD9B9C1B1;Как снять сильную головную боль;AzoDRIJrSS4;;;;;;;;;
8D164B37-2B98-A7A8-FE4F-5D0EB8C6FEE0;Как очистить лимфосистему;;;;;;;;;;
45820A41-AFFC-DA06-783F-43EFC05507AF;Как облегчить колики;rQbRXQhVPYA;;;;;;;;;
3CDC83D4-3A91-9F41-607A-55EC54CEE8B3;Как облегчить боли при схватках;;;;;;;;;;
7BB1CD74-EA6A-D5D1-B1AB-A950BD35D937;Как набрать в весе при панкреатите;;;;;;;;;;
D962D664-51E9-9FC2-250E-71FFE5BE3AB2;Как выгнать песок из почек;K6gA8K9-bdw;;;;;;;;;
A79623BB-9FFD-65C7-AAFC-D6FFB4A7D03D;Как снять вздутие живота;wEsaVfFK1zQ;;;;;;;;;
A0C3E0F1-0999-313B-CD68-D48406AE83C5;Как вывести камни из мочевого пузыря;;;;;;;;;;
C30BE1E2-D174-D181-0CF0-9907D0F3C208;Как избежать ангины;JZTMOkIWgiM;;;;;;;;;
A2E8F283-2817-400B-6A19-1D7739DCECE6;Как отбелить зубы без вреда;LhDXONYN7Nk;;;;;;;;;
371C4BC7-ACD7-6669-BA19-DAE2F28D9ABA;Как сохранить здоровье на севере;U-lq1d1MS-U;;;;;;;;;
035642AE-F118-D4E0-FDD7-EFA40BF996D8;Как снять отек во время беременности;;;;;;;;;;
ED7785A4-8740-74F8-24CE-D24DEE686127;Как предотвратить выпадение волос у мужчин;hCYU8fib70Q;;;;;;;;;
D8E91400-B886-9D3E-7665-5EF12A173EE3;Как уменьшить боль при родах;;;;;;;;;;
40762BF8-FFAB-EAB7-7343-4A86A3A5CB34;Как уменьшить чувствительность зубов;kBb6PcmXlg8;;;;;;;;;
569FEA34-94F9-8FB7-1FBE-719B325113B2;Как лечить застой желчи;qeOL--g7p-U;;;;;;;;;
CA1FD0BD-70A3-921C-4033-D8F5E1EFE10E;Как снять боль в печени;is1_ngLmfpM;;;;;;;;;
96865132-F1F9-122C-9DF3-570FA5209364;Как избавиться от повышенной кислотности;;;;;;;;;;
B827E625-4E20-0823-D8FA-95D2125C38CD;Как вылечить лимфоузлы на шее;;;;;;;;;;
B675B126-6FA5-2008-A74F-89000DAE77F2;Как определить здоровье по ногтю;;;;;;;;;;
F611CE92-64F5-88BB-8089-724009E99E80;Как убрать боль в ногах;_LOqxJTNvuA;;;;;;;;;
98707CA5-DB0F-6EA6-66B3-F811B3FFD8F1;Как проверить глазное дно;vqZlrhb5idc;;;;;;;;;
6FF1EE06-2A43-9A01-8AE8-1B42DB36F5AB;Как снять боль в груди;wXk4_NhQDyM;;;;;;;;;
FBBF3FA0-C37A-6818-EADB-2A3286661E47;Как усилить выработку тестостерона;e2zttqvKT8c;;;;;;;;;
60C90F7F-E950-2C18-149B-DB9010968DE5;Как лечить типун на языке;;;;;;;;;;
8591D8F9-CFE8-B027-7AA6-75DFBB610DB3;Как снять боль при отите;zL91-lCQDu8;;;;;;;;;
81CFF731-4921-E2C7-28A9-3C24258AC181;Как справиться с болью в спине;;;;;;;;;;
83348994-748A-95F2-0673-9DA7C8B4CAAB;Как уменьшить боль при схватках;wL2eKwiaD5U;;;;;;;;;
A8E32947-F164-DDEF-6D48-5979D2CF5ECB;Как избавиться от менструальных болей;;;;;;;;;;
0E096C7E-EDC6-42CD-9EE6-522EF8BBAA65;Как избавиться от сухого мозоля;;;;;;;;;;
10FCDFDA-191F-659A-297E-B811C797BB09;Как снять боли при гастрите;dD3O62bgVPM;;;;;;;;;
926E4246-D54D-F05C-BC10-AF50541F552D;Как применять активированный уголь;JyUk3caQjrg;;;;;;;;;
33150613-C325-1791-C7B7-D15A6050B909;Как справиться с диабетом;hIwLLLSPFvM;;;;;;;;;
A7D780AF-9CF4-8B7F-E752-A4F3F750FD4A;Как защититься от СПИДа;;;;;;;;;;
70EA796D-C293-035D-B028-B0579438F15C;Как восстановить слизистую желудка;LFXT895u5P0;;;;;;;;;
73BD79FC-FE43-3B58-1820-2EAEFC3B8340;Как улучшить венозный отток;;;;;;;;;;
B7EE8523-D59F-11C7-A0BD-08ED15EF9AB0;Как избавиться от хеликобактера;;;;;;;;;;
39F4DCFB-FEDF-CA08-6177-0620271CEEEF;Как избавиться от подкожных угрей;L_rvkNVA9HE;;;;;;;;;
511812A5-99A7-2833-81AF-439E955B0AE3;Как вытащить клеща;Gpfi_b5VHJg;;;;;;;;;
59DFBF62-7FEF-9C1D-FC30-6E0CF89B0AF7;Как убрать следы от угрей;hb44TrEtlek;;;;;;;;;
6C774517-E3C2-0D5D-2996-8A0660C54A8C;Как избавиться от мокрого кашля;Ji79HuLMDtM;;;;;;;;;
8B345746-3959-67C4-3064-67C837C63336;Как понизить инсулин;;;;;;;;;;
E0427498-D370-DCF5-D756-C6C9253FBEA9;Как исправить деформацию грудной клетки;TuHCx0FwNrk;;;;;;;;;
40B8AD9C-CA79-3DFC-C5C4-A388CADEDECE;Как удалить жировики на веках;yK9jkzMFDX0;;;;;;;;;
169F36BE-758D-1A68-2916-29C939389416;Как повысить давление в крови;d1SZD4ImOdY;;;;;;;;;
7E29F77B-6F33-F04A-9DAB-497726A87EF5;Как убрать щербинку между зубами;;;;;;;;;;
A640757B-8666-FF23-39A1-BF91ADEC2582;Как избавиться от простуды на лице;9h6Ac0VFkxI;;;;;;;;;
35243662-AF27-11B0-C279-4388B180941C;Как держать градусник;n21Bpfwlzrw;;;;;;;;;
E0EDE81E-B1B5-3CFE-B472-C09FB1DA8AF4;Как избавиться от чесоточного клеща;;;;;;;;;;
30F4C109-A14B-89B0-38E8-E4E846D11BBA;Как разогнать метаболизм;89HQKNTaI4U;;;;;;;;;
D7D5645E-7290-43C6-28A4-0380D57E6737;Как защитить зубы;;;;;;;;;;
D028FB12-828D-A781-73A5-A49448EC6BDD;Как исправить горб;PAmNliTPTiY;;;;;;;;;
34042F97-073D-0A8E-3CE4-5A2216818285;Как вводить внутривенные инъекции;iY1yEEA5P-U;;;;;;;;;
A9A7D8F0-C1B8-0C42-75AA-9C7E984EEEB0;Как избавиться от раздражения на коже;F0Ia8-nDYA0;;;;;;;;;
C38FEDEA-08C0-5E74-8945-C84101DB7D17;Как снять боль при артрозе;;;;;;;;;;
F52A242E-3987-7495-C5CA-DBDCA58737FA;Как лечить гипертрофию левого желудочка;;;;;;;;;;
8792C529-CF74-F221-7B88-60B2BFDB37A5;Как лечить язвочки на языке;ZVC4WlaTzeA;;;;;;;;;
0ABCBF28-B1A8-E237-9DCA-EFAD57371E13;Как избавиться от чувствительности зубов;;;;;;;;;;
E7CBCF9A-93E3-57C9-A107-D99E20DDDD40;Как отбелить эмаль зубов;;;;;;;;;;
832B28FD-1AF1-F548-9263-AC2A361DBE98;Как лечить узлы на щитовидке;QkzW_c9tTuw;;;;;;;;;
35097E7F-1D3C-71B5-3757-080BE912C4A7;Как избавиться от красных точек на ногах;DY5myTjoLaA;;;;;;;;;
2180D57F-6967-E755-D124-AB2466A9F5DC;Как снять аллергический зуд;;;;;;;;;;
9FFDDEAC-12C4-80A8-2920-9595FBE8DB9F;Как избавиться от платяных вшей;kdjmV__qO7Y;;;;;;;;;
81ABC434-9EE5-C8DB-DE0A-EFEF0B773B5B;Как лечить потницу у взрослых;k_8pH4nEYCg;;;;;;;;;
802129FC-D2F2-50A8-8D86-2C0FF0022E9F;Как избавиться от головной боли при похмелье;;;;;;;;;;
04D04295-332E-D0DD-A7B8-B069B1B5C12D;Как избавиться быстро от заложенности носа;8EgiOAWYPhg;;;;;;;;;
2D34040E-C005-CF22-286E-B3775BBE773F;Как сбить кашель;;;;;;;;;;
16EC1A60-EBC9-E2DE-728F-D0FCCC85E913;Как победить невроз;fQXwPCISBiQ;;;;;;;;;
91AC09ED-2CC0-E3E6-47AA-74FCFD040452;Как избавиться от прыща на губе;GvF_c5yMcC8;;;;;;;;;
B8AB5E6D-EB61-10E1-A4BB-A5A62EA84B9D;Как вынуть занозу;w6prbfRXuW4;;;;;;;;;
2417299B-7CAE-7B0E-8505-A9C25EFC600B;Как перевязать палец;JfUMcnCzibs;;;;;;;;;
69F9FCDE-5BE2-D7D3-12A7-937DD43D9E89;Как устранить головную боль;;;;;;;;;;
63EE56DE-992B-88C5-9FC5-93BEE26C2AED;Как избавиться быстро от изжоги;Sf7MIqdted0;;;;;;;;;
820116B0-A44B-BBC3-915E-8008CFB0FBF1;Как убрать слизь в носоглотке;;;;;;;;;;
48C87C28-5CBE-A8C8-0048-4ED1FD3FE3A5;Как вводить инсулин;;;;;;;;;;
E653D0A7-CF27-7DEB-4DEA-C1496F30AB64;Как выбрать ирригатор полости рта;;;;;;;;;;
CC1BA9D1-1AB0-50E5-043F-18A5BFCE7773;Как отучиться курить;#NAME?;;;;;;;;;
B84B7D9B-2512-CA95-7452-5597E7E5FA1B;Как почистить кровеносные сосуды в 2018 году;;;;;;;;;;
466AE3D5-4E5F-0B4A-3D84-1BDDDF155368;Как избавиться от демодекоза;EGjPkCqmcIo;;;;;;;;;
E1947549-5C9C-6D17-2D64-901AA330F402;Как бинтовать кисть;;;;;;;;;;
D974EE84-4EB3-E743-B349-81A7A3F6B6F0;Как уберечься от рака кожи;j61ot7vuubM;;;;;;;;;
767EC76B-5FF4-767D-751E-F467F7EA3F15;Как избавиться от пигментных пятен на теле;;;;;;;;;;
8730110E-9C5F-691F-D30F-F0C2C226953C;Как колоть глюкозу;;;;;;;;;;
98F2470C-992A-59D9-6ECD-151F75687F01;Как снять отёк ноги при переломе;;;;;;;;;;
22FC7EC4-3842-9AF6-D504-83277BF9727B;Как избавиться от грибка на руках;m-RA4yHtBKo;;;;;;;;;
EE1AA083-1EA7-FD29-08C7-88B89C1CF215;Как убрать желтизну от синяка;;;;;;;;;;
A59980A5-4A3A-65EA-421B-13BA29C3FBAE;Как победить астму;jReBE-Br68c;;;;;;;;;
D6C994A9-B464-B1B0-5A03-EC67EF281C6D;Как защититься от туберкулеза;FV95GolZZZ0;;;;;;;;;
49C6DCC7-F901-495D-8BCC-DF041FA5F419;Как удалить кость из горла;;;;;;;;;;
3EDAF7DE-B5D0-6346-5A2A-E1422E2D3AD4;Как закапывать ушные капли;FQ6GVASe--U;;;;;;;;;
A1ABA7CD-E10C-BA5A-B036-E68DF67E1555;Как предотвратить ангину;JZTMOkIWgiM;;;;;;;;;
E1530EC5-E3CD-EC7C-5DD2-E9F36DE927E2;Как лечить отек слизистой носа;;;;;;;;;;
2104462B-CCDA-D8F6-7B7F-D8934D6CEB42;Как собрать аптечку;jacuJMaozg4;;;;;;;;;
8889A98B-D903-CA6E-3BE6-39C89307E05B;Как избавиться от эпилепсии;;;;;;;;;;
07AA0BBB-F2FE-EBDF-0578-E74675E20194;Как закодировать от алкоголя;IrHxJ_mVuY4;;;;;;;;;
8C6666A1-2243-B500-E8B3-C16CDC0B00E9;Как победить остеохондроз;;;;;;;;;;
A580D531-94C3-69F8-9E09-68B8EBB14A05;Как снять зуд от крапивницы;;;;;;;;;;
7E0E9AA9-22FB-B5AB-D3F2-00888CA35717;Как парить ноги при простуде;RkIHLK0tIoA;;;;;;;;;
B7072A7E-BFED-C849-F7DF-C442C0F29026;Как избавиться от таксикоза;tRIqLFoJTP8;;;;;;;;;
273865EC-D71D-25FA-4453-EB235C5D97D4;Как избавиться от золотистого стафилококка;E3cHo8FLLYE;;;;;;;;;
FCAD84CB-26E0-9BE1-F532-5410128B0DBA;Как избавиться от болячек в носу;qQC532AOwME;;;;;;;;;
46564E69-9623-252F-3D49-5E6D32273668;Как укрепить микрофлору;RjV0wRfs9CY;;;;;;;;;
139784A3-99EB-9AAC-FD1A-2FE001FF4449;Как бросить выпивать;m7hunxGjgAc;;;;;;;;;
405F5AC8-04D1-7B7B-5C42-2C10685DD28B;Как унять кашель;hrk3STNsqjg;;;;;;;;;
18CDCC22-613C-317A-619C-6688C91FB189;Как снять боль в глазах;IiuIBOrr4P0;;;;;;;;;
E25EF58F-EF04-E661-7541-D9849E7E1FE9;Как использовать чемеричную воду;;;;;;;;;;
6306A23C-40E6-37CB-D05F-7C145F6B038E;Как снять приступ бронхиальной астмы;Q0pA7ZOlRCw;;;;;;;;;
66E7BD24-8BD1-4AF1-E379-523C8871FC77;Как очистить зубной камень;;;;;;;;;;
EC76DCC4-D5D4-7288-F0FC-2BC5AAD0D7FD;Как остановить кровотечение из десен;;;;;;;;;;
17AEFD1F-255D-C2CC-BEBA-EC0856C60FF1;Как снять приступы удушья;Q0pA7ZOlRCw;;;;;;;;;
0B320E2B-3573-8428-2D73-B42137C05252;Как рассосать гематому;;;;;;;;;;
ABE63BB3-18E7-7628-1DDD-B184D08BEE3F;Как избавиться от артрита;z2WCj7dCyJU;;;;;;;;;
A7BE82A7-DFB3-91FA-917D-73A919DE4D0D;Как избавиться от паразитов в кишечнике;;;;;;;;;;
D500B4AD-99F4-2F63-DE44-3CE6E533FA09;Как избавиться от фурункула на лице;2ybD234oo7I;;;;;;;;;
55DF438F-6234-70F2-87BB-147067BA17AE;Как избавиться от ленточного червя;iY3PKSSXaiA;;;;;;;;;
2CBED7B4-024A-3133-55BC-1ECB5DAF8D22;Как исправить сутулость;gdMcRXj476Y;;;;;;;;;
37108C74-74EB-830B-82D1-4C5BBF72E0FA;Как повысить в крови адреналин;V3g-WTDXfNI;;;;;;;;;
506E9FEA-3FA4-995C-D379-2765B0311FE6;Как восстановить здоровье после курения;ILsJNVR_8JQ;;;;;;;;;
214DC582-A3AC-15C5-0DC8-D310C347DD8F;Как удалить штифт;;;;;;;;;;
177C455C-1C94-4A5E-102C-E516358314DD;Как полоскать горло прополисом;pm4FUQ-U9g4;;;;;;;;;
DA588D65-F7C3-DE84-6C85-2C74E80B8459;Как снизить холестерин в крови;1QWqhfTH3Ic;;;;;;;;;
2614E4C5-3D75-049F-AF81-351C9F5339E9;Как обрести хорошее зрение;dgKTWZRusXo;;;;;;;;;
8AC66F15-0F21-9965-DBC7-94E6C8E2E290;Как подавить кашель;lDuRwlRplAs;;;;;;;;;
FC91FE0C-E1C9-DA70-A00A-D45A1134EB9E;Как снизить жар;z0y43blvBPQ;;;;;;;;;
7537C9C7-F203-E8D1-FADA-FF2B7C283EA6;Как избавиться от опухлости;kHJxLjhy4CA;;;;;;;;;
44679CDB-60B5-504A-9F5B-4F9AC949BE5A;Как избавиться от хондроза;;;;;;;;;;
D9031AF5-41C1-CA52-2C5A-7B61D67C1721;Как уменьшить вред курения;;;;;;;;;;
98A6C753-3DA2-A512-D612-03B2B168EE55;Как избавиться от паразитов в организме человека;;;;;;;;;;
AB56C528-4252-FC85-AF17-31FE454B6E70;Как избежать молочницы;A8AGMsWn_Wo;;;;;;;;;
73D989FE-B2FA-E3A0-7207-2B77D965ACFB;Как восстановить хрящи;9JfCmr4OlSU;;;;;;;;;
9E8399A5-9804-8D6D-88FE-1829B97A390D;Как избавиться от синяков на теле;;;;;;;;;;
292E8CBD-E490-A8FF-121F-DDF06F89452A;Как снизить уровень билирубина;tNkl7VYyVU4;;;;;;;;;
4938D968-0EB8-0226-C163-A2BF29CE9E7D;Как нормализовать кровообращение;e7mm451jNxo;;;;;;;;;
E94EA16B-55AE-48B0-26A2-D72202EC6E53;Как повысить пониженную температуру тела;qTekdZcZPGY;;;;;;;;;
6EBC822E-544B-75A6-D46C-92985963A056;Как снять кожный зуд;BCz0XNwWdUM;;;;;;;;;
5728B007-015C-2068-93EE-0E9C85A7CEA8;Как избавиться от розового лишая;px8tdNDiaQA;;;;;;;;;
56B9D829-52FE-3459-2F15-29796C0CD76C;Как избежать гайморита;4EQMFOKDOC4;;;;;;;;;
30269BD6-1151-424E-44C5-BD755A2D1E07;Как повысить слюноотделение;;;;;;;;;;
5B00182B-9DDA-674D-E42C-1C9FDF08C142;Как ставить инсулин;;;;;;;;;;
F8F568EB-2A39-A5C8-976E-8D313E0B98D3;Как снизить учащенный пульс;;;;;;;;;;
83BB3A0F-0348-52B7-5F44-4646728E2E66;Как снять спазмы головы;;;;;;;;;;
9567E12C-8D36-DA5C-FDAB-8F511E810BC0;Как восстановиться после отравления;WjEQLy1mF5c;;;;;;;;;
BDD40B33-7F78-DE71-FD54-D832248FF4B9;Как почистить суставы;A6GUJ4NwUHk;;;;;;;;;
361EFB06-4290-9134-9784-AE5F92BFC04B;Как избавиться от шлаков в организме в 2018 году;;;;;;;;;;
E6D9B785-D15A-F151-A59F-D34010CE6E7A;Как справиться с бессоницей;;;;;;;;;;
825B1B12-89EE-338C-6920-B5E0F5F4364C;Как убрать сосудистую сетку на ногах;;;;;;;;;;
42B4CBEB-1497-0783-3337-CAE959F8975A;Как вводить подкожно;qbDZ47ujwV8;;;;;;;;;
7B9F9D4C-0705-BEDB-1A01-08E1DD825F3E;Как восстановить микрофлору слизистых;VF-deAGwVpo;;;;;;;;;
D9FFD817-E127-25B8-B71C-FEA406F133D6;Как избавиться от газообразования в кишечнике;u_tVlQcsmro;;;;;;;;;
CA702BAF-102B-2862-4D03-810B2B0F9A34;Как вправлять кости;lKCLpEn2Q0c;;;;;;;;;
F7C9E3DA-2EED-4FC1-75CB-C9D54AB96CEE;Грибок: как его вывести народными средствами;6m8qA40HoY0;;;;;;;;;
