GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"04788144-E816-0EE7-B9A8-89439E386474";"Как вылечить голосовые связки";;"ZvdL-VqlK40";"Как восстановить голосовые связки в домашних условиях";"https://eruditochka.ru/vosstanovlenie-golosa/";"Как восстановить голосовые связки в домашних условиях. ... Восстановление голосовых связок в домашних условиях ... Пропал голос как лечить? Info.";"Лечение голосовых связок народными средствами и методами в ...";"https://www.ayzdorov.ru/lechenie_golosovie_svyazki_nar.php";"лечение голосовых связок. Чрезмерная нагрузка на голосовые связки, простудные заболевания, стресс могут стать причиной охриплости или потери ...";"Воспаление связок, Воспаление голосовых связок - Woman.ru";"http://www.woman.ru/health/medley7/article/89273/";"Как нетрудно догадаться, голосовые связки отвечают за тембр, звучность и тональность нашего голоса. Если они воспалены, это немедленно ..."
"52BE6B36-BC69-2BAA-4486-AB3EBCA91C59";"Как лечить мозоль между пальцев";;"UXVdI5lbTfE";"Очень болит мозоль между 3 и 4 пальцами ноги. больно ходить в ...";"http://www.woman.ru/health/medley7/thread/3962559/2/";"Ну, а если мозоли застарелые, то лечиться надо дольше. .... Асет. От мозоли на ноге между пальцами, говорят, помогают теплые ванночки с варенными ...";"Мозоль между пальцами ног: лечение (фото) - binogi.ru";"http://binogi.ru/mozoli/lechim-mozol-mezhdu-palcami-nog.html";"Мозоль между пальцами ног встречается достаточно часто, и, хотя она не столь заметна для окружающих, дискомфорт от нее может быть весьма ...";"Мозоль между пальцами ног - Magical Skin";"http://magical-skin.com/problemnaya-kozha/travmi/mozol-mezhdu-palcami-nog.html";"От любых межпальцевых мозолей ... Лечение мокрой мозоли между пальцами ног нужно начинать ..."
"B0277377-4802-52A9-E376-02290CECDFCE";"Как лечить микоз стопы";;"khLPy8qmBjo";"Микоз стоп, симптомы, лечение, профилактика микоза стоп";"https://zazdorovye.ru/mikoz-stop/";"20 фев 2013 ... Почему появляется микоз стоп? Как грибки попадают на кожу? Что способствует заражению и развитию микоза? Как лечат микоз?";"Микоз стоп, онихомикоз: оптимальная программа лечения - Medi.ru";"https://medi.ru/info/8711/";"И.М.Сеченова Под термином «микоз стоп» понимают микотическое поражение кожи и ногтей… ... Лечение микоза стоп нередко проводится в 2 этапа.";"Как лечить микоз стопы: чем и как можно вывести грибок кожи ...";"http://3ladies.su/health/medicine/kak-predotvratit-i-lechit-mikoz-stopy.html";"В зависимости от места поражения и вида грибка различают микоз кожи, ногтей и ... Как быстро вылечить микоз стопы эффективными средствами."
"CA592199-3901-BE63-DB59-E1124E42C066";"Как лечить бронхит у взрослого";;"Vbt2qvJI5Y8";"Бронхит у взрослых: симптомы, виды, лечение, какие могут быть ...";"https://www.kp.ru/guide/bronkhit-u-vzroslykh.html";"29 дек 2017 ... Бронхит: виды, симптомы и лечение у взрослых. Бронхит, вне зависимости от возраста больного, достаточно опасное заболевание, ...";"Бронхит у взрослых: симптомы, лечение хронического бронхита ...";"https://doc.ua/bolezn/bronhit/bronhit-u-vzroslyh-simptomy-i-lechenie";"Лечение бронхита у взрослых длится приблизительно 10 дней. Признаки бронхита у взрослых: кашель с серо-желтой или зеленой мокротой, ...";"Хронический бронхит у взрослых: лечение, причины и симптомы";"http://zdorovie-legkie.ru/hronicheskij-bronhit-u-vzroslyh/";"Хронический бронхит у взрослых. Лечение хронического обструктивного бронхита. Лечение при обострении бронхита у взрослых."
"0BA7DC2B-91DE-92D9-013C-D72DC3E1591B";"Как быстро вылечить чирей";;"X_jfXX21JIw";"Как вылечить фурункул раз и навсегда - Magical Skin";"http://magical-skin.com/problemnaya-kozha/vospaleniya/kak-vylechit-furunkul.html";"7 авг 2016 ... То, чем лечить чирей, зависит от его внешнего вида. ... Если вас интересует, как быстро вылечить фурункул, то нужно, чтобы этим ...";"Как лечить фурункулы в домашних условиях - Новости про ...";"http://ivona.bigmir.net/health/advice/340141-Kak-lechit--furunkuly-v-domashnih-uslovijah";"26 сен 2012 ... ... .работает безотказно.даже чирий в носу был уничтожен мокрой ... дорогие мази- только помогают быстрее созреть фурункулу.";"Как лечить фурункул в домашних условиях быстро, вылечить ...";"http://izbavsa.ru/zdorove/kak-vylechit-furunkul-domashnih-usloviyah";"12 дек 2017 ... Медикаментозные аптечные препараты, как правило, стоят немало, и поэтому они далеко не всем по карману. Лечение в домашних ..."
"73109CED-5357-D54B-3288-754792F7037E";"Как лечить отек носа";;"_MmLNuBC77s";"Как снять отек слизистой носа: лечение и восстановление ...";"https://nasmorkam.net/kak-snjat-otek-slizistoj-nosa-i-vosstanovit/";"Как снять отек слизистой носа, актуален в любое время года. Так организм реагирует и защищается от воздействия тех или иных вредоносных ...";"Отек слизистой носа - как снять отек слизистой носа? - Ayzdorov.ru";"https://www.ayzdorov.ru/lechenie_otek_slizistoii_nosa.php";"Отек слизистой оболочки носа: причины и методы устранения. Эпизодический и хронический отек слизистой носа, как симптом заболеваний. Как снять ...";"Отек носа: причины, лечение - Likar.info";"http://www.likar.info/lor/article-69293-otek-nosa-prichiny-lechenie/";"19 мар 2015 ... Отек носа – это не самостоятельное заболевание, а симптом множества различных патологий и состояний организма."
"A976D05E-394B-E291-A5CD-9F474C0B3724";"Как лечить связки горла";;"Li1YhFtX-DM";"Лечение голосовых связок народными средствами и методами в ...";"https://www.ayzdorov.ru/lechenie_golosovie_svyazki_nar.php";"Главная » Список болезней » Голосовые связки » Лечение голосовых связок ... После употребления отвара горло смазывают соком алоэ, затем ...";"Воспаление связок, Воспаление голосовых связок - Woman.ru";"http://www.woman.ru/health/medley7/article/89273/";"Текст: Воспаление голосовых связок: симптомы и лечение ... Также рекомендуется при воспалении голосовых связок держать горло в тепле, делать ...";"Как вернуть голос и восстановить голосовые связки - Гастроном";"https://www.gastronom.ru/text/kak-vernut-golos-i-vosstanovit-golosovye-svyazki-1004562";"25 сен 2013 ... Голосовые связки увеличиваются в объеме и звук пропадает или теряет в качестве. Дойти до такой ... Газировка, сухарики и семечки раздражают слизистую горла и тоже портят голос. Кроме того ... Лечить нервы!"
"59E225D8-7B1A-1F5C-3586-F9630EED4D38";"Как лечить остеохондроз";;"TFTFEEUCMfU";"Остеохондроз - лечение, причины и симптомы ...";"http://www.bubnovsky.com.ua/osteoxondroz/";"Симптомы и лечение остеохондроза шейного, грудного, поясничного отделов и острых болей безоперационным способом по методике доктора ...";"Чем и как лечить остеохондроз в домашних условиях - OsteoZ.ru";"https://osteoz.ru/narodnoe-lecheniye/lechenie-hondroza-v-domashnih-usloviyah.html";"мМожно ли лечить остеохондроз в домашних условиях. Мы опишем лучшие народные средства, лекарственные препараты, правильное питание и ...";"Как лечить остеохондроз в домашних условиях";"https://myfamilydoctor.ru/kak-lechit-osteoxondroz-v-domashnix-usloviyax/";"В этой статье мы поговорим о том, как лечить остеохондроз в домашних условиях, а также о профилактике и диагностике этого заболевания."
"8A50EE14-BE97-A719-148E-A0E93B8D6496";"Как лечить коньюктивит у новорожденного";;"bjsjSk7jJ9c";"коньюктивит у новорожденного. Чем лечить? - как лечить ...";"https://www.babyblog.ru/community/post/01medicina/1787325";"30 мар 2014 ... Девочки врач будет только в понедельник, протираем глазки ромашкой, но эффекта нет. Желтого гноя с каждым днем становится ...";"Конъюнктивит у новорожденных: симптомы, лечение";"http://www.help-eyes.ru/zabolevanie/konyuktivit/knk-lechenie-u-novorozhdennyh.html";"Основные причины развития конъюнктивита у новорожденных и методы лечения. ... Конъюнктивит у новорожденных: как распознать и начать лечение.";"Коньюктивит у новорожденных причины, симптомы, лечение у ...";"http://www.mymummy.ru/deti/konyuktivit-novorozhdennykh.html";"Коньюктивит у новорожденных – часто встречающее воспаление глаз, чтобы избежать негативных последствий его необходимо лечить. Назначать  ..."
"C3BF40B8-3B56-02D0-80A5-944810A35AA3";"Как лечить плоскостопие";;"aT5C7ssyFw0";"Лечение плоскостопия у взрослых в домашних условиях";"http://lecheniespiny.ru/content/kak-vylechit-ploskostopie-u-vzroslyh";"Плоскостопие у взрослых представляет собой чаще всего уплощение поперечного свода стопы и приводит к различным последствиям. Лечение в ...";"Лечение плоскостопия в домашних условиях - Плоскостопие";"http://www.ploskostopiya.net/lechenie-ploskostopiya-v-domashnih-usloviyah/";"Укреплять мышцы и связки стопы можно и в домашних условиях, без посещения врачей ортопедов. Об основных способах лечение плоскостопия в ...";"Плоскостопие: виды, симптомы. Лечение плоскостопия у ...";"https://mz-clinic.ru/bolezni/sustav/ploskostopie.html";"Как лечить плоскостопие: признаки, симптомы и причины поперечного и продольного плоскостопия. Лечение плоскостопия разной степени у взрослых в ..."
"0171C3D1-529F-7666-A91B-6F96D197DAE6";"Как лечить синдром позвоночной артерии";;"Pm8EzSyrLSY";"Синдром позвоночной артерии: симптомы и лечение";"https://doctor-neurologist.ru/sindrom-pozvonochnoj-arterii-simptomy-i-lechenie";"Поскольку любую болезнь проще предотвратить, чем лечить, каждому важно знать, по каким причинам возникает синдром позвоночной артерии, ...";"Синдром позвоночной артерии - Аксимед";"http://aksimed.ua/sindrom-pozvonochnoj-arterii";"Синдром позвоночной артерии (СПА) – это комплекс неврологических симптомов (головная боль, ... Лечение синдрома позвоночной артерии.";"Синдром позвоночной артерии при шейном остеохондрозе";"https://yourspine.ru/sindrom-pozvonochnoj-arterii.html";"В тяжелых случаях назначают хирургическое лечение синдрома позвоночной артерии, ..."
"731ADF64-6D2D-C7D7-E4EA-DFFB21BA4289";"Как лечить мозоль на пальце ноги";;"owTP6WTcWfo";"Как убрать мозоли на пальцах ног сверху: размягчение и удаление";"https://nogostop.ru/stopa/palcy/kak-lechit-mozol-na-palce-nogi.html";"Если есть мозоль на пальце ноги, как лечить с помощью кератолических средств? В аптечных сетях предлагают кератолические крема или гели.";"Мозоли на пальцах ног: лечение, удаление. Виды мозолей ...";"http://myadvices.ru/kak-ubrat-mozol-na-palce-nogi-dejstvennye-metody/";"Мозоли на пальцах ног являются очень распространенной проблемой среди девушек и женщин из-за новой или же узкой обуви. Рассмотрим, какие ...";"Мозоли на пальцах ног: лечение народными и медицинскими ...";"http://www.jlady.ru/body/mozoli-na-palcah-nog-lechenie.html";"Думаю, что мозоль на пальце ноги встречались почти у каждой из нас. Эти образования мало того, что портят вид наших ножек, но еще и приносят ..."
"49484E77-049D-CC02-DFE5-9ECE11788C86";"Как вылечить простуду при беременности";;"1A8-0FeDbyA";"Простуда при беременности: лечение и профилактика";"https://legkopolezno.ru/zozh/beremennost-i-rody/prostuda/";"Если случилась простуда при беременности, то подход к лечению имеет свои ... лечить простуду на ранних сроках: 1 триместр беременности является ...";"Как лечить простуду при беременности в 1, 2 и 3 триместрах?";"https://nebolet.com/beremennost/kak-lechit-prostudu-pri-beremennosti.html";"чайный настой липового цвета. Полезен в период беременности, при любой простуде, не зависимо от температуры тела. Заваривается липовый цвет ...";"Как лечить простуду при беременности: советы народной ...";"http://woman365.ru/kak-lechit-prostudu-pri-beremennosti/";"26 мар 2013 ... Простудились в самый неподходящий момент? Узнайте, как лечить простуду при беременности безопасными средствами."
"0A160604-BAF3-ADFF-CD11-ADA6C0F7A04A";"Как лечить цыпки";;"EhyOGRN6C18";"Цыпки на руках: фото, причины, лечение, профилактика";"http://vseokozhe.com/bolezni/tsypki/na-rykah.html";"цыпки на руках лечение В большинстве случаев трещинки, раздражение на руках появляются по вине человека. Нарушение простых правил приводит к ...";"Цыпки на руках: симптомы, причины, как лечить и предотвратить ...";"http://mjusli.ru/krasota_i_zdorove/uhod_za_rukami/cypki-na-rukax-simptomy-prichiny-kak-lechit-i-predotvratit-poyavlenie";"Во время похолодания у многих на теле появляются покраснения, которые некоторые считают признаком охлаждения. Так ли это и являются ли цыпки ...";"Цыпки на руках: причины, симптомы, эффективное лечение";"http://missli.ru/zdorovie/prichinyi-poyavleniya-tsyipok-na-rukah-i-sposobyi-lecheniya.html";"Как избежать появления цыпок, а если они уже появились, то какими средствами избавиться от них быстро?"
"281E9134-87DB-B05B-52B0-6E2DCA0B7D6C";"Как лечить коньюктивит";;"qrnghZqbBNs";"Как лечить коньюктивит в домашних условиях";"http://med-instrukcia.ru/lechenie_zabolevani/lechenie-konyuktivita-v-domashnih-usloviyah/";"Лечение коньюктивита в домашних условиях. На сегодняшний день коньюктивит является одним из наиболее распространенных среди заболеваний ...";"Как лечить конъюнктивит в домашних условиях: народные и ...";"http://onwomen.ru/lechenie-konyuktivita.html";"Такое заболевание, встречающееся как у взрослых, так и у детей, может быть вызвано различными причинами. Приступать к лечению конъюнктивита  ...";"Коньюктивит: лечение, описание болезни, симптомы и советы по ...";"https://medpom.com.ua/post/konyuktivit-lyechyeniye-i-opisaniye/";"Описание конъюнктивита - одного из самых распространенных болезней глаз. Рекомендации по лечению и симптомам. Осторожно - конъюнктивит ..."
"B37023A1-B608-1CD9-E8BD-12611E55CA61";"Как лечить болячку на губах";;"2GRrDbxS2B8";"Болячка на губе. Виды и как лечить? | Женский журнал о красоте ...";"http://beautimy.ru/bolyachka-na-gube-vidy-i-sposoby-lecheniya/";"Болезненные проявления, выступающие на губах, беспокоят многих жителей нашей страны. Болячка на губе может проявляться в разных вариантах, ...";"Болячки на губах, симптоматика и лечение: стоматит, заеды ...";"http://zdorovoelico.com/ezhednevnye-protsedury-dlya-litsa/uhod-za-gubami/lechenie-bolyachek-na-gubah-stomatit-zaedy-gerpes.html";"Перед тем как приступить к борьбе с болезнью губ, важно посоветоваться с ...";"Как вылечить болячки на губе | | Лечение ребенка - детские ...";"http://lechenierebenka.ru/kak-vylechit-bolyachki-na-gube/";"Когда губа… простудилась! Предвестники недуга; Болячки на губах: как лечить? Народная медицина против герпеса; Болячка на внутренней стороне ..."
"69E74E7C-5252-D615-3633-0CBB3613D508";"Как лечить красные пятна на теле";;"1b7g5IlNtps";"Красные пятна на теле: фото, возможные болезни, лечение ...";"https://nakozhe.com/krasnyie-pyatna-na-tele.html";"12 дек 2017 ... На коже всегда отражается внутреннее состояние организма. Вот почему красные пятна на теле могут говорить о серьезной проблеме ...";"Чем лечить пятна на теле красного цвета – фото и описание ...";"http://heal-skin.com/bolezni/other/pyatna-na-tele-krasnogo-cveta.html";"Почему появляются красные пятна на теле? Болезни, которые вызывают красные пятна на коже. Как лечить красные пятна на коже?";"Красные пятна на теле: фото, причины, возможные болезни ...";"http://narosty.com/krasnyie-pyatna-na-tele.html";"23 авг 2016 ... О каких болезнях свидетельствуют красные пятна на теле? ... Лечение первоначально направлено на облегчение симптомов, затем ..."
"2AB296E9-E1B8-B6AB-08E9-AC78BE70DCB6";"Как лечить трещины на ладонях";;"JqLgWVUrVqk";"Трещины на ладонях - Народная медицина";"https://narodnayamedicyna.ru/blog/43217392314/Treschinyi-na-ladonyah";"10 дек 2011 ... Ключевые слова: трещины на ладонях .... 16 января 12, в 20:17 Согласна с коментарием -лечить кишечник и изменить питание , мази и ...";"Трещины на ладонях - Причины и лечение";"http://prichiny-i-lechenie.ru/polezny-e-sovety/treshhiny-na-ladonyah/";"Возникающие трещины на ладонях, носящие хронический характер, ограничивают ... При лечении экземы кистей проводится комплексное лечение ...";"Трещины на руках: как вылечить аптечными и народными ...";"https://berry-lady.ru/krasota/ruki/458-kak-vylechit-potreskavshuyusya-kozhu.html";"Но лучше постараться соблюдать несложные правила ухода за руками. Они помогут как вылечить трещины на руках, так и приносить радость и пользу ..."
"71A6A817-D057-8AB4-6E57-5262E5A50E31";"Как лечить язвы во рту";;"0fsHlz2Sao8";"Стоматит - лечение у взрослых, как и чем лечить стоматит у ...";"https://med.vesti.ru/articles/zabolevaniya/lechenie-stomatita-u-vzroslyh-symptomy-prichiny-vidy-stomatita/";"Стоматит во рту может возникать в результате длительного обезвоживания различной ... Появление гнойничков, быстро переходящий в язвы и эрозии.";"Язвы во рту: лечение, причины появления, народные средства и ...";"https://stoma.guru/zhaloby/effektivnoe-lechenie-yazv-vo-rtu.html";"Лечение народными средствами язвы во рту Язвочки во рту могут появиться в любой момент, а причин для их образования существует множество.";"Язвы во рту – афтозный стоматит – как лечить? Причины и ...";"http://easydental.ru/yazvy-vo-rtu/";"18 мар 2018 ... Факты об афтозном стоматите Афтозный стоматит – это маленькие кратеры язв на внутренней поверхности полости рта. Язвы ..."
"DE4970B3-8B3B-8312-6304-BD1A89222184";"Как лечить желтый налет на языке";;"4Ty7ukmQPY4";"Лечение желтого налета на языке: видео - Woman's Day";"http://www.wday.ru/krasota-zdorovie/sok/prismotris-k-svoemu-yazyiku-lechenie-jeltogo-naleta/";"28 мар 2014 ... У здорового человека язык имеет розовую поверхность. Если же язык покрывается налетом, особенно плотным, это может ...";"Желтый налет на языке: причины, лечение - TopDent.ru";"http://topdent.ru/articles/zheltyy-nalet-na-yazyke.html";"Почему возникает желтый налет на языке? Лечение и причины появления налета желтоватого цвета и горечи во рту.";"Желтый налет на языке - сигнал опасности - Рецепты здоровья";"https://nmedik.org/zheltyj-nalet-na-yazyke.html";"Если на языке появился желтый налет, нужно задуматься о состоянии ... По результатам обследования будут назначены лечение и диета, так как ..."
"6B5ACB45-74D1-4545-C556-41EB53B01AEC";"Как вылечить ушиб пальца";;"3qekhVsE37s";"Ушиб пальца на руке: как лечить и что делать в домашних ...";"https://vseotravmah.ru/ushiby/ushib-paltsa-na-ruke-chto-delat.html";"Самая часто встречаемая травма руки — это ушиб фаланги. Что делать при ушибе пальца на руке в домашних условиях?";"Как и чем лечить ушиб пальца на ноге: большой, мизинец";"https://nogostop.ru/stopa/palcy/kak-i-chem-lechit-ushib-palca-na-noge.html";"Ушиб пальца на ноге представляет собой локальную травму мягких тканей, включая кожные покровы и мышечные волокна. При ушибе пальца стопы ...";"Ушиб пальца руки: симптомы, признаки, лечение и фото травмы";"http://osteocure.ru/bolezni/travmy/ushib-paltsa-ruki.html";"Как вылечить сильный ушиб пальца руки и не спровоцировать осложнения. 16021 1. Ушиб пальца Пальцы рук состоят из трех фаланг – проксимальной,  ..."
"E0DCD9A7-CA5D-FD49-A178-1FF3C7516B52";"Как лечить медикаментозный ринит";;"FaTZedk9Agw";"Как правильно распознать и вылечить медикаментозный ринит";"http://www.likar.info/lor/article-63216-medikamentoznyj-rinit/";"22 авг 2017 ... В лечении насморка каплями и спреями главное – вовремя ... Медикаментозный ринит – это заболевание, развивающееся вследствие ...";"Медикаментозный ринит лечение - ЛОР врач в Ростове-на-Дону ...";"http://lor-rostov.ru/lor-zabolevaniya-v-voprosah-i-otvetah/bolezni-vzroslyh/medikamentoznyj-rinit/";"ЛОР врач высшей категории Помухин Дмитрий Валерьевич проводит консультации и лечение медикаментозного ринита у детей и взрослых.";"Медикаментозный ринит очень сложно вылечить. Базовое ...";"http://nacmork.ru/cure/traditional/77-lechenie-medikamentoznogo-rinita.html";"12 янв 2012 ... Лечение медикаментозного ринита или лекарственного насморка ... Как же лечить медикаментозный ринит? Схема лечения при ..."
"D7C8FEF3-61DD-7AEE-A302-94D4CB309A16";"Как вылечить хронический хламидиоз";;"WeobyPlBKLg";"Хронический хламидиоз, симптомы у женщин: лечение ...";"http://prointim.info/hlamidii/xronicheskij-xlamidioz.html";"Хронический хламидиоз – вторая стадия заболевания, которая развивается ... и нарушение в микрофлоре кишечника, что также необходимо лечить.";"Хронический хламидиоз: лечение и симптомы у женщин";"http://ginekologii.ru/infekcii/xlamidioz/lechenie-xronicheskogo-xlamidioza.html";"Как вылечить хронический хламидиоз у женщины? Основные причины возникновения, проявление симптомов и возможные осложнения.";"Можно ли вылечить хламидиоз навсегда: сколько лечиться и ...";"http://ginekologii.ru/infekcii/xlamidioz/skolko-lechitsya-xlamidioz.html";"Можно ли вылечить хламидиоз и сколько потребуется на это времени, мы ... Почему трудно вылечить хронический хламидиоз и нужно ли его лечить?"
"05B1B13A-8145-84E1-0D0B-33145A36D6EA";"Как лечить синовит коленного сустава";;"5r4oNeJtkQc";"Лечение синовита коленного сустава | Новый шаг";"http://novyshag.ru/lechenie/kopiya-kolennyij-sustav/kopiya-sinovit/";"Лечение воспаления синовиальной оболочки коленного сустава. синовит коленного сустава Анатомия коленного сустава и травмы, при которых ...";"Синовит коленного сустава - симптомы и лечение";"http://lecheniesustava.ru/sinovit-kolennogo-sustava.html";"Синовит коленного сустава представляет собой патологическое заболевание, имеющее множество форм, для определения которых следует  ...";"Синовиты коленного сустава - симптомы болезни, профилактика ...";"http://www.eurolab.ua/diseases/1764/";"Лечение больных с травматическим синовитом ... вскрывают полость коленного сустава."
"85C504A4-5700-E51D-42BF-C44E389B6E41";"Как лечить насморк: исторический опыт";;"BxHm4SXKz60";"Как быстро вылечить насморк, сопли, простуду » Перуница";"https://www.perunica.ru/zdrava/1902-kak-bystro-vylechit-nasmork-sopli-prostudu.html";"4 ноя 2009 ... Метод лечения насморка и не только, по проф. ..... Один врач с большим опытом в своём деле мне сказал так: "Любое лекарство ...";"Как и чем лечить насморк у курицы? Ветеринарные преператы и ...";"http://greenologia.ru/eko-zhizn/xozyajstvo/fermerstvo/pticevodstvo/kury/bolezni/nasmork.html";"Как лечить появление насморка у курицы. Почему он может возникнуть. Применение лекарственных средств и народных методов лечения.";"Продолжи цепочку: Твой способ лечить насморк у ребенка: 1-2 ...";"https://svitmam.ua/themes/prodolzhi-cepochku-tvoi-sposob-lechit-nasmork-u-rebenka";"У каждой из нас наверняка есть свои секреты лечения насморка у ребенка. Давайте поделимся опытом! Пишите в комментариях, как вы лечите ..."
"18336F6F-418E-62B0-45C2-499E56CDFD17";"Как лечить увеличенные гланды";;"VUnKm7iPAU4";"Увеличены гланды но горло не болит у ребенка и взрослого ...";"http://priangine.ru/uvelicheny-glandy-no-gorlo-ne-bolit.html";"В нашей статье вы узнаете какие бывают симптомы увеличение гланд при отсутствии боли в горле к как это лечить.";"У ребенка увеличенные миндалины: лечение. Что делать ...";"https://nasmorkam.net/uvelicheny-mindaliny-u-rebenka/";"Увеличенные миндалины у ребенка встречаются довольно часто. При этом гипертрофироваться могут как парные небные миндалины они же гланды, ...";"Увеличенные миндалины у ребенка лечение и симптомы | Как ...";"http://www.astromeridian.ru/medicina/uvelichennye_mindaliny_lechenie.html";"Увеличенные миндалины у ребенка мешают носовому дыханию, а также затрудняют ... Как лечить увеличенные воспаленные миндалины у детей?"
"AD2FBF49-EB81-DA69-1671-DB5A53F7FFA5";"Как вылечить красное горло";;"pm4FUQ-U9g4";"Воспаленное горло (sore throat) - фарингит, тонзиллит, ангина";"https://www.pediatrplus.com.ua/article/92/print";"28 сен 2017 ... Воспаленное ("красное") горло – это распространенное состояние в детском возрасте, возникающее вследствие бактериальной или ...";"Рекомендации как и чем лечить красное горло у детей и взрослых";"http://uho-gorlo-nos.com/gorlo/g-lechenie/krasnogo-gorla.html";"Как правильно лечить красное горло у детей и взрослых. О рекомендациях врачей и опасных патологиях неправильного лечения.";"Красное горло: чем лечить, у ребенка, с температурой и без";"http://uhonos.ru/gorlo/simptomy-gorla/krasnoe-gorlo/";"Красное горло - симптом инфекционных и неинфекционных заболеваний. Прежде, чем лечить красное горло, нужно выяснить причину покраснения."
"C7724A63-3038-4ED8-1692-1453158044B3";"Как вылечить слизистую носа";;"uh8HuIDE6G8";"Воспаление слизистой носа: причины, признаки, лекарственные ...";"http://uho-gorlo-nos.com/nos/n-lechenie/vospalenie-slizistoj.html";"Симптомы и лечение воспаления слизистой оболочки носа ... Как лечить хронический гипертрофический ринит написано в статье по этому адресу.";"Лечение слизистой носа народными средствами - 25 рецептов!";"http://narodnimisredstvami.ru/lechenie-nosa-narodnyimi-sredstvami/lechenie-slizistoy-nosa-narodnyimi-sredstvami.html";"Лечение слизистой носа народными средствами, Причины воспаления ... том, что у вас банальный насморк и вылечить его не составит особого труда,  ...";"Воспаление слизистой носа: чем лечить, эффективные методы ...";"http://superlor.ru/lechenie/kak-lechit-vospalenie-slizistoy-obolochki-nosa";"Воспаление слизистой оболочки носа, которое называют ринитом, или насморком, – это одна из самых распространенных патологий на планете."
"4E17CAF3-8565-B11B-223C-FAF9AEB8B954";"Как лечить пероральный дерматит";;"3pTHuWNICnA";"Периоральный дерматит: симптомы, лечение | WMJ.ru";"https://www.wmj.ru/stil-zhizni/zdorove/perioralnyy-dermatit-simptomy-lechenie.htm";"Периоральный дерматит, от чего возникает данное заболевание? Какое лечение следует выбрать и как диагностировать данную патологию?";"Периоральный дерматит - причины, симптомы, диагностика и ...";"http://www.krasotaimedicina.ru/diseases/zabolevanija_dermatologia/perioral-dermatitis";"Периоральный дерматит - лечение в Москве ... заболеваний кожи / Курсовое лечение инфекций кожи · 11447 р.";"Пероральный дерматит: фото, симптомы, лечение - Грибок ногтей";"http://xn----btbfgpcpblyt3f.xn--p1ai/peroralnyj-dermatit/";"Название «пероральный» говорит о расположении очага болезни. Раздражение кожи в периоральной зоне, то есть в области вокруг рта, способно ..."
"08CFFBA9-C2F9-A837-AB5F-FDE7592A1203";"Как вылечить миопию";;"MxRSrj5vOiI";"Лечение близорукости (миопии), исправление близорукости ...";"https://www.tarus.ua/lechenie-blizorukosti/";"Близорукость или миопия, являются одним из наиболее распространённых видов аномалии рефракции зрения, который имеют около трети населения  ...";"Лечение близорукости у детей и взрослых - "Новий Зір"";"https://www.zir.com.ua/blizorukost/";"Близорукость (миопия) – это нарушение работы глаза, проявляющееся в потере ... тем выше шансы избежать или вылечить миопию на ранних стадиях.";"Близорукость или «миопия» - что это, причины, симптомы ...";"https://excimer.ua/what-we-cure/myopia/";"Что такое близорукость, диагностика и методы лечения заболевания миопии у взрослых и детей. Степени миопии, их особенности и симптомы."
"69833E1A-73B0-7C3D-7DB8-D77F248E2DBD";"Как вылечить суставы на пальцах";;"AWh7HNwcvVU";"Воспаление суставов пальцев рук: причины, симптомы, лечение ...";"http://onwomen.ru/vospalenie-sustavov-palcev-ruk.html";"Воспаление суставов пальцев рук: лечение народными средствами .... Для того чтобы вылечить воспалённые суставы, их необходимо растирать не ...";"Артрит пальцев рук - Лечение суставов";"http://sustavzdorov.ru/artrit/palcev-ruk.html";"Артрит суставов пальцев рук: симптомы и правильное лечение. Содержание статьи: ... Только в таком случае больного можно вылечить. Правильная ...";"Почему болят суставы пальцев рук: лечение и причины";"http://sustavzdorov.ru/boli/palcev-ruk-2.html";"Боли в суставах пальцев рук - есть ли спасение от этой напасти? ... Однако болят суставы пальцев рук не только у людей после сорока – есть заболевания, при ..... Вылечить синдром щелкающего пальца на ранней стадии ..."
"163BAD9F-5735-B19B-6F16-874214C90B2A";"Как вылечить искривление позвоночника";;"XSfNEPEuf44";"Как лечить искривление позвоночника - MoyaSpina.ru";"http://moyaspina.ru/lechenie/kak-lechit-iskrivlenie-pozvonochnika";"8 ноя 2017 ... Методы лечения искривления позвоночника в зависимости от степени. Что такое сколиоз, почему он возникает. Лечебная тактика при ...";"Как лечить искривление позвоночника и вернуть себе здоровую ...";"http://pozvonkoff.ru/iskrivlenie-pozvonochnika-kak-lechit-i-vernut-sebe-zdorovuyu-spinu";"В этом материале ведущие специалисты расскажут Вам, как лечить искривление позвоночника, о достижениях современной медицины и самых  ...";"Как вылечить искривление позвоночника - Публикации";"https://www.spina.ru/inf/states/2275";"Как вылечить искривление позвоночника Обычно пока не заболит, люди не задумываются о визите к специалистам. Профилактические осмотры ..."
