"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
"CEC45436-15E9-83EE-6EC1-03C84E943762";"Как платить меньше НДС в 2017 году";"kak-platit-menshe-nds";"https://www.youtube.com/watch?v=GG7aS-u9JIY&sa=U&ved=0ahUKEwii26ulpc3XAhXjzVQKHXK4CVYQtwIIFjAA&usg=AOvVaw29WzRmdfdllAetJDDvqQw0";"Как платить меньше НДС в 2017 году - Главбух";"null";"26 янв 2017 ... Как платить меньше НДС в 2017 году. Можно включать в декларацию счета- фактуры, которые поступили до срока ее сдачи. Даже если ...";"Как платить меньше НДС в 2017 году зачем платить ндс Налоги";"null";"Совет 1: Как платить меньше НДС в 2017 году. Налог на добавленную стоимость рассчитывается предприятием в соответствии с главой 21 Налогового ...";"Как платить меньше НДС: существуют ли законные способы ...";"null";"10 июн 2017 ... Главная > НДС > НДС 2017-2018 > Как платить меньше НДС: существуют ли ... По истечении года использования такой возможности ...";"Налоги в 2017 году в Украине - ставки, изменения, сколько ...";"null";"1 янв 2017 ... Перечислим, какие налоги в 2017 году платит большинство ... ЕСВ, если база начисления меньше минимальной зарплаты. ... На отдельной странице приведен обзор основных изменений по НДС с 1 января 2017.";
"B3DE37E4-1F9B-F593-BB68-77D3FD4024C7";"Как перейти на общий режим налогообложения";"kak-pereyti-na-obshchiy-rezhim-nalogooblozheniya";"https://www.youtube.com/watch?v=LoX5OrEOTho&sa=U&ved=0ahUKEwihrua8pc3XAhXBjFQKHSrnDUoQtwIIFjAA&usg=AOvVaw1-3P33VcVNqC9K8eT6ygs0";"С упрощенки на общий режим: правила перехода | Журнал ...";"null";"... организации и предприниматели, применяющие упрощенку, могут изменить свой режим налогообложения — добровольно перейти на общий режим.";"Общий режим налогообложения для ИП в 2017 году";"null";"Так, существует общий режим налогообложения для ИП и специальные режимы, перейти на которые можно либо сразу же после регистрации, либо  ...";"Переход с «упрощенки» на общий режим: добровольно и ...";"null";"Как правильно перейти с «упрощенки» на общий режим по собственному ... периода перейти на иной режим налогообложения, за исключением случая ...";"Переход с УСН на общий режим налогообложения - Деловой мир";"null";"При переходе с УСН на общий режим налогообложения нужно соблюсти ряд правил, содержащихся в главе 26.2 НК РФ. В настоящей статье мы ...";
"21F39B09-ACAF-26B1-08B6-D25E0B94FBBB";"Как заполнить декларацию о доходах от продажи имущества";"kak-zapolnit-deklaraciyu-o-dohodah-ot-prodazhi-imushchestva";"https://www.youtube.com/watch?v=tL-nZ5yJOZ8&sa=U&ved=0ahUKEwjvoNDopc3XAhWnilQKHXEHDd0QtwIIFjAA&usg=AOvVaw0AF1kvY7CCwlNoRcv8QfDg";"Декларация о доходах физических лиц - 2017 (Украина) - Бухучет";"null";"01-11) Как правильно заполнить в приложении Ф2 «Отчетный налоговый период», .... ·08· Подaча декларации в случае продажи движимого имущества .";"Образец заполнения декларации о доходах - Бухучет";"null";"Образец заполнения декларации о доходах зa 2016 год в различных ситуациях: 01. ... от продажи недвижимого и движимoго имущества;. • сдача в  ...";"Образцы заполнения декларации 3-НДФЛ при продаже ...";"null";"В статье приведены образцы заполнения налоговой декларации 3-НДФЛ ... 000 000 руб. для уменьшения налогооблагаемого дохода от продажи квартиры. ... Однако, продавая имущество, находящееся в долевой собственности, ...";"Декларация 3-НДФЛ при продаже квартиры ( образец заполнения)";"null";"Как заполнить налоговую декларацию 3-НДФЛ при продаже квартиры: земли , ... года, следующего за годом продажи недвижимости (или другого имущества). ... Титульный лист декларации по налогу на доходы физических лиц ...";
"DB3A3737-E30E-58B7-465E-AC87E3722E56";"Как отчитываться в налоговой по УСН в 2017 году";"kak-otchityvatsya-v-nalogovoy-po-usn";"https://www.youtube.com/watch?v=wO8_SGQu1Jg&sa=U&ved=0ahUKEwimt92bps3XAhVqiFQKHXSwCaAQtwIIFjAA&usg=AOvVaw3DAAcV28Xbw6lFJN0t7pE1";"Отчетность УСН для ИП в 2016-2017 году | Отчетность ИП на ...";"null";"Каковы сроки сдачи отчетности по УСН ИП в 2016-2017 году? Куда и как ... УСН бывает двух видов, которые отличаются налоговой ставкой и расчётом налога: ..... Можно ли отчитаться за торговый отдел также по УСН, чтобы не  ...";"УСН «Доходы» в 2017 году: как отчитываться и сколько платить ...";"null";"УСН «Доходы» в 2017 году: как отчитываться и сколько платить .... Например , у вас нет сотрудников, и налог УСН за I квартал получился 10 тысяч ...";"Отчетность на УСН в 2017 году: таблица и сроки сдачи";"null";"21 авг 2017 ... Сроки сдачи отчетности ИП, ООО на УСН в 2017 году в таблицах. ... Налоговую декларацию по УСН сдают ежегодно по месту нахождения ... Отчитываться в фонд по данной форме надо каждый месяц, причем ...";"УСН: 6 или 15 процентов в 2017 для ИП? - Delatdelo";"null";"Налоги по упрощенке (УСН) в 2017 году для ИП наиболее посильны и выгодны. Эта система ... Как отчитываться в налоговой ИП по упрощенке? УСНО ...";
"64CE7F8D-0CB6-701C-810B-8D65AAC29D48";"Как рассчитать сумму земельного налога в 2017 году";"kak-rasschitat-summu-zemelnogo-naloga";"https://www.facenews.ua/articles/2017/313523/&sa=U&ved=0ahUKEwiX_M68ps3XAhWriFQKHZnOAbUQFggVMAA&usg=AOvVaw37XzdCPXT0kG_xeSmSOGbg";"Земельный налог в 2017 году - Бухгалтерия с Валентиной ...";"null";"5 фев 2017 ... Если сравнить ставки земельного налога в 2017 году с ... именно, общая сумма земельного налога распределяется в разрезе месяцев.";"Налог на землю в 2017 году | FaceNews.ua: новости Украины";"null";"14 апр 2017 ... Земельный налог должны платить граждане, имеющие в ... Нормативная денежная оценка земли на 2017 год (далее – ДОЗ) — это ... с целью установления точной суммы земельного налога, то в результате ...";"Земельный налог - 2017 (Украина) - Бухучет";"null";"Земельный налог в Украине: изменения, нормативные акты, письма и ... индексации нoрмативной денежной оценки земель, примeняемый в 2017 году. ..... ·ЗН08· Как рассчитывать земельный налог, когда сельскохозяйственные ... пересчитывать сумму налога в середине налогового года уже после тогo, как ...";"Как рассчитать земельный налог в 2017 году (пример)? - nalog ...";"null";"13 авг 2017 ... Сумма налога зависит от нескольких факторов: от регионального ... Посмотрим, как рассчитать земельный налог на 2017 год.";
"C71BBF66-079A-AE5E-7E9E-755C382E17D0";"Как заполнить бланк декларации по ЕНВД";"kak-zapolnit-blank-deklaracii-po-envd";"https://www.youtube.com/watch?v=XljR87p0LQw&sa=U&ved=0ahUKEwj3gLvOps3XAhVlj1QKHZFOB5IQtwIIFjAA&usg=AOvVaw381vf6t0erwaNuokogQ-hw";"Декларация по ЕНВД за 3 квартал 2017 года: образец заполнения";"null";"25 сен 2017 ... Как выглядит образец заполнения декларации по ЕНВД за 3 квартал 2017 года? Какие особенности заполнения декларации при ...";"Образец заполнения декларации по ЕНВД за 3 квартал 2017 ...";"null";"6 окт 2017 ... Пример заполнения декларации по ЕНВД (Единый налог на вмененный доход) за 3 квартал 2017 года.";"Пример заполнения декларации по единому налогу для 3 группы ...";"null";"Пример заполнения декларации единого налога 3 группы ... Teмы: Единый налог (Єдиний податок), Декларация по единому налогу (Декларація ...";"Заполнение налоговой декларации по ЕНВД - как заполнить ...";"null";"Пошаговая инструкция по заполнению налоговой декларации ЕНВД 2016- 2017 г. Как правильно заполнить декларацию по вмененке, образец, порядок  ...";
"EAA42873-B1FE-ED93-126E-6ED141D7EA38";"Как выставлять счета на упрощенке в 2017 году";"kak-vystavlyat-scheta-na-uproshchenke";"https://www.youtube.com/watch?v=F6C4CLmCuTc&sa=U&ved=0ahUKEwjRgcL3ps3XAhUojFQKHdh7C_oQtwIIFjAA&usg=AOvVaw1365LIZVMzodklObHSL8D6";"Как правильно выставить счет на оплату от ИП в 2017 году ...";"null";"Образец счета на оплату от ИП 2017 года, как правильно выставить счет с НДС и без. Онлайн сервисы для выставления счета от ИП.";"Счет-фактура при УСН в 2016-2017 годах - nalog-nalog.ru";"null";"О том, когда требуется выставлять счета-фактуры при упрощенной ... НДС при УСН: в каких случаях платить и как учитывать налог в 2017-2018 годах?";"Счет на оплату 2017 для ООО и ИП: образцы и шаблоны ... - КУБ";"null";"Счета на оплату для ООО и ИП по форме 2017 года: назначение и порядок ... Счет выставляется как без договора, так и на основании договора.";"Счет-фактура при УСН - Главбух";"null";"23 окт 2017 ... Упрощенцы не выставляют счета-фактуры с пометкой «Без НДС». ... УСН с пометкой или штампом «Без НДС» в 2017 году не нужна.";
"3F98354F-52AB-9083-FF6C-73E405C0569F";"Как получить налоговый вычет на имущество";"kak-poluchit-nalogovyy-vychet-na-imushchestvo";"rznj2TSbSSQ";"Возврат Налога При Покупке Квартиры 2015 2016 - Налогия";"null";"";"Налоговый вычет при покупке квартиры/дома - 2017 | Верни Налог";"null";"Процесс получения вычета состоит из: сбора и подачи документов в налоговую инспекцию, проверки документов ...";"Как получить налоговый вычет при покупке квартиры в 2017 году?";"null";"Пошаговое описание процесса получения имущественного налогового вычета при покупке квартиры/дома/земли.";"Имущественный вычет при приобретении имущества | ФНС | 77 ...";"null";"Имущество, приобретенное супругами во время брака, является их совместной ... Имущественный налоговый вычет можно получить и до окончания ...";
"DAFC3FBF-8096-3E0F-2EC6-116A3F3334BB";"Что такое налоговая ставка";"chto-takoe-nalogovaya-stavka";"Z1txmPvUQvg";"Налоговая ставка — Википедия";"null";"Налоговая ставка (норма налогового обложения) — величина налоговых начислений на единицу измерения налоговой базы. Является одним из ...";"Налоговые ставки: ставка налога на прибыль, ставка НДС ...";"null";"1) ставка 15% - если общий месячный облагаемый налогом доход плательщика налога не превышает десятикратний размер минимальной заработной ...";"Налоговая ставка, виды налоговых ставок - Audit-it.ru";"null";"27 май 2016 ... Налоговая ставка – величина налоговых начислений на единицу измерения налоговой базы. Налоговая ставка является одним из ...";"НАЛОГОВАЯ СТАВКА - это... Что такое НАЛОГОВАЯ СТАВКА?";"null";"(норма налогообложения) величина налога на единицу обложения: денежную единицу дохода (если это, напр., доходы от денежного капитала),  ...";
"00ACAC57-F95D-260C-D707-EB7C78E711BC";"Как посчитать налоговую нагрузку";"kak-poschitat-nalogovuyu-nagruzku";"https://www.youtube.com/watch?v=seNBiVx1Ndo&sa=U&ved=0ahUKEwiM-Ka3p83XAhWIxFQKHYaNCfoQtwIIFjAA&usg=AOvVaw3QKAzRf00Z1tUqYO6DHVIC";"Как рассчитывается налоговая нагрузка? - ИТ аутсорсинг ...";"null";"Определим налоговую нагрузку по НДС. Налоговая нагрузка составляет (5 000 / 100 000) * 100% = 5%. Как рассчитывается налоговая нагрузка по ...";"Расчет налоговой нагрузки в 2016-2017 году (формула) - nalog ...";"null";"5 янв 2017 ... Налоговая нагрузка — один из оценочных критериев для ИФНС при принятии решения о проведении выездной налоговой проверки.";"Налоговая нагрузка по НДС и налогу на прибыль. Или почему у ...";"null";"Что такое налоговая нагрузка по налогу на прибыль и НДС.";"= Налоговая НАГРУЗКА: что, сколько, с кого, и как? = - Бухгалтер ...";"null";"срочно нужна ссылка на налоговую нагрузку(которую требуют налоговики)?. .... http://ainova.gbc.net.ua/892/342/ Как рассчитывается налоговая нагрузка?";
"6C044F75-6C23-E6A0-47D4-00B86A0E7BB2";"Почему нет ндс";"pochemu-net-nds";"https://www.youtube.com/watch?v=QMujMuavK3A&sa=U&ved=0ahUKEwjyurLep83XAhXkxFQKHYJJCyAQtwIIFjAA&usg=AOvVaw3CzwY1knK_DYWwx-ajgvNU";"НДС. Все новости НДС на сайте Korrespondent.net";"null";"Долги по возврату НДС могут ликвидировать в течение ближайших двух-трех месяцев, уверяют в ГФС. Новости финансов - 10 июля 2017, 11:59 ...";"Налоговая: Задолженность по НДС ликвидируют в ближайшее ...";"null";"10 июл 2017 ... Долги по возврату НДС могут ликвидировать в течение ближайших двух-трех месяцев, уверяют в ГФС.";"Возврату подлежит. Как работает новая система возврата НДС ...";"null";"12 июн 2017 ... Альтернатив эффективной работе системы автоматического возмещения НДС, по сути, нет. Учитывая предстоящий запуск системы ...";"ГФС заставила бизнес массово отказаться от схем ... - Цензор.НЕТ";"null";"28 июл 2017 ... 28.07.17 09:35 - ГФС заставила бизнес массово отказаться от схем с фиктивным НДС, - Кушнирук В Украине фактически перестала ...";
"A9AB4CDD-85F9-C60C-3B0B-349B335BB3FC";"Как заполнить бланк декларации по УСН";"kak-zapolnit-blank-deklaracii-po-usn";"hvYNtSiMlQs";"Декларация по УСН за 2016 год: образец заполнения";"null";"11 янв 2017 ... Декларация по УСН 2016: скачать бесплатно бланк для сдачи главного отчета за 2016 год. Образцы заполнения декларации УСН за ...";"Образец заполнения декларации ИП - YouTube";"null";"27 квіт. 2017 - 14 хв - Автор відео Светлана Игнатович В видео приведен образец заполнения декларации ИП на УСН 6% за 2016 год.";"Налоговая декларация по УСН в 2016-2017 годах. Скачать бланк ...";"null";"Декларация УСН для ИП и ООО за 2016 год. Подробная инструкция по заполнению. Скачать и заполнить по образцу актуальный бланк 2017 года.";"Как заполнить декларацию 2016 УСН "Доходы" для ИП и ООО";"null";"Пример заполнения: Заполнение декларации УСН доходы. На этом раздел 2.1.1 заполнен. Что делать дальше? Если вы не являетесь плательщиком ...";
"8F07B4FE-1365-5076-FD20-818308CB92BD";"Как оформить счет-фактуру без НДС";"kak-oformit-schet-fakturu-bez-nds";"https://www.youtube.com/watch?v=rTgbST3Uvv4&sa=U&ved=0ahUKEwiFt56CqM3XAhWrhFQKHVpcAZAQtwIIFjAA&usg=AOvVaw1Yg6GJQlPfrzaOB3yC7c49";"Счет-фактура с и без НДС в 2017-2018 годах - nalog-nalog.ru";"null";"Счет-фактура - документ, на основании которого НДС можно принять к вычету ... Правила оформления счета-фактуры в 2017-2018 годах в сравнении с ...";"Особенности счета-фактуры без НДС в 2017-2018 годах ...";"null";"29 сен 2017 ... Счет-фактура без НДС 2017–2018 годов заполняется по тем же правилам, которые установлены для оформления обычных ...";"Счет фактура без НДС - Упрощенка";"null";"Счет-фактура при УСН без НДС в 2016 году. 4 мая 2016 22598 ... При таком оформлении у вас не возникнет обязанности по уплате налога на ...";"Счет-фактура без НДС: особенности составления, образец";"null";"Образец счета-фактуры без НДС для компаний и ИП - в статье. ... квартала, в котором оформили счет-фактуру с выделенной суммой налога (п. 5 ст.";
"DE9482DA-A5A5-D6BA-BCD4-6072C42DF3BD";"Как закрыть налоговые счета";"kak-zakryt-nalogovye-scheta";"DkzFExUT0yE";"«Каждый год 31 декабря…», или Рассказ о том, как бухгалтеру ...";"null";"2 янв 2016 ... Из журнала Налоги и бухгалтерский учет, № 1-2, Январь, 2016 ... с какой периодичностью бухгалтер должен закрывать счет учета ...";"Как убрать сальдо 6442 счёта? - Бухгалтерские посиделки – ЛІГА:Форумы";"null";"На 6442 отражаются просроченые налоговые накладные с 2014 года. ... Если у вас висит сальдо по 644 счету то которого не должно быть я .... а платежка 15,05. сумма упала в Дт 6442 и висит. как ее закрыть?";"Самый простой способ закрытия предпринимателя – компания ...";"null";"Вопрос: если я в марте успею закрыть ФОП, какие налоги мне прийдется .... Отдельные предпринимательские счёта не открывались, постольку ...";"Что легче? Закрыть предпринимателя или остановить ...";"null";"7 авг 2014 ... А за счет всех этих фокусов с единым до 40 лет не натягиваю. Пытаюсь ... Можно ли закрыть ЧП, не оплачивая эти налоги? Sergiy • 10 ...";
"220B1B3E-4D04-6C2E-1346-E7F99125F319";"Как заполнить бланк декларации в целях получения социального вычета";"kak-zapolnit-blank-deklaracii-v-celyah-polucheniya-socialnogo-vycheta";"-JOO9PV3vjo";"Пример заполнения - Федеральная налоговая служба";"null";"Пример заполнения налоговой декларации по налогу на доходы ... С целью получения социального налогового вычета по расходам на свое ...... цели (не более 25% от общей суммы дохода, 010 │ │ │ │ │ │ │ │ │ │ │ │ │.";"Как заполнить декларацию 3-НДФЛ для вычета на лечение за ...";"null";"... Формы и бланки документов · Образцы заполнения 3-НДФЛ · Получение ... Как заполнить декларацию 3-НДФЛ на вычет за лечение? ... том, как заполнить налоговую декларацию для получения вычета на лечение ... Цели декларации ... зайти в систему с помощью одного из аккаунтов в социальных сетях.";"Пример заполнения 3-НДФЛ пенсионные взносы";"null";"Образец заполнения титульного листа декларации 3-НДФЛ ... конкурсах, играх и других мероприятиях в целях рекламы товаров (работ, услуг)) ... ( расчет социальных налоговых вычетов, установленных пп.4 п.1 ст.219 ... Для получения социального вычета декларацию 3-НДФЛ сдают по месту прописки.";"Заполнение декларации 3-НДФЛ для налогового вычета в 2017 ...";"null";"Декларация 3 НДФЛ для получения налогового вычета ... Но для этой цели потребуется правильное заполнение декларации и формирование подтверждающего расходы пакета ... Скачать бланк декларации 3-НДФЛ. .... О том, что такое социальный налоговый вычет на лечение, можно прочитать здесь.";
"88617CAB-2E70-C20D-B85B-4794FABAEF86";"Что такое налоговые активы";"chto-takoe-nalogovye-aktivy";"https://www.youtube.com/?hl=ru&gl=RU&sa=U&ved=0ahUKEwjo9sWnqM3XAhVFqVQKHUO8AJUQFggVMAA&usg=AOvVaw0inPwtCh65CxHjOh3ZndpH";"145 Отложенные налоговые активы";"null";"";"Отложенный налоговый актив — Audit-it.ru";"null";"25 июл 2013 ... Иначе говоря, отложенный налоговый актив возникает, если прибыль до налогообложения в бухгалтерском учете меньше, чем в ...";"Налоговые активы - Центр управления финансами";"null";"Отложенные налоговые активы — это доля отложенного налога на прибыль, приводящая к уменьшению суммы налога на прибыль, который должен ...";"145 Отложенные налоговые активы";"null";"Форма 1 «БУХГАЛТЕРСКИЙ БАЛАНС». Строка 145 «Отложенные налоговые активы». Оглавление Предыдущая Следующая ...";
"756866D3-0D04-CC29-F851-AD5160BE8910";"Когда нужно подавать налоговую декларацию в 2017 году";"kogda-nuzhno-podavat-nalogovuyu-deklaraciyu";"https://business.vesti-ukr.com/finance/227717-kak-v-ukraine-ne-narvatsja-na-shtrafy-hfs-pri-podache-nalohovykh-deklaratsij-&sa=U&ved=0ahUKEwjjmq62qM3XAhWG-VQKHYkpAFYQFggVMAA&usg=AOvVaw2xo5m-kyKDUY1u9M1jNOQp";"В 2017 году декларацию о доходах нужно подавать по новым ...";"null";"";"Декларационная кампания — 2017: кого коснется и как подать ...";"null";"13 янв 2017 ... Декларацию нужно подавать как предприниматели, так и те, кто ... С 1 января 2017 года изменилась форма налоговой декларации об ...";"Как в Украине не нарваться на штрафы при подаче налоговых ...";"null";"1 мар 2017 ... Когда подавать декларацию в 2017 году ... Pravovest Глеб Сегида, им нужно уплатить не только налог на задекларированные доходы в ...";"Декларация о доходах физических лиц - 2017 (Украина) - Бухучет";"null";"за 2017 год: ·01· Вебинар ... 01-3) Нужно ли подавать дeкларацию, если получал зарплату от двух и бoльше налоговых агентов? 01-4) Если ... ·05· Куда подавать декларацию в случае смены вашего налогового адреса? Подробнeе ...";
"BCEDF1A6-2A14-7162-454E-A77953743C67";"Как отразить аванс в декларации по НДС";"kak-otrazit-avans-v-deklaracii-po-nds";"https://www.youtube.com/watch?v=d9BWnGLtg_I&sa=U&ved=0ahUKEwjF-YfOqM3XAhXli1QKHUV7CpsQtwIIFjAA&usg=AOvVaw3jlJ96f2ZvTnholPnINxoS";"20.04.2016 Как заполнить декларацию по НДС, если получение и ...";"null";"20 апр 2016 ... Как отразить данный НДС в декларации? ... Если аванс возвращается в связи с изменением условий договора или его расторжением, ...";"Как в декларации по НДС отразить полученные авансы?";"null";"21 окт 2015 ... Вопрос: Организация представляет декларацию по НДС за третий квартал. В течение всего календарного года (в том числе в третьем ...";"Как отражать авансы в декларации по НДС (перечисление ...";"null";"Выданные авансы. При заполнении декларации укажите: в разд. 8 - сведения о каждом авансовом счете-фактуре, полученном от ваших продавцов и ...";"Принятие к вычету НДС с полученных авансов - nalog-nalog.ru";"null";"11 янв 2017 ... Как оформить «авансовый» счет-фактуру и отразить аванс в учете ... В декларации по НДС этот вычет попадет в строку 170 раздела 3.";
"BA63C55F-D7F0-DCF5-4C0D-67886C4A8A3D";"Как рассчитать водный налог";"kak-rasschitat-vodnyy-nalog";"https://www.youtube.com/watch?v=T15AADnTL5w&sa=U&ved=0ahUKEwjWm4vsqM3XAhWhv1QKHY6sCYkQtwIIFjAA&usg=AOvVaw3gjzB0PiXLgfFVGWzUVjt2";"Как рассчитать водный налог | Журнал «Главбух»";"null";"";"Как рассчитать водный налог - НалогОбзор.Инфо";"null";"Рассчитывать водный налог нужно ежеквартально отдельно по каждому объекту налогообложения и водному объекту. Чтобы рассчитать сумму налога, ...";"Пример расчета водного налога (порядок исчисления, сроки ...";"null";"19 фев 2016 ... Расчет водного налога (пример его будет приведен в данной статье) сдается ежеквартально. ... Как рассчитать водный налог. Пример ...";"Как рассчитать водный налог: формула, ставки, а так же какие ...";"null";"Налогоплательщиками водного налога признаются организации и физические лица, которые связаны с использованием водоемов, организации и ...";
"1B3A0CFA-A3ED-328C-9FCE-62DBC2413C5A";"Как оприходовать товар без чека";"kak-oprihodovat-tovar-bez-cheka";"https://www.youtube.com/watch?v=jRUs4E3_3DY&sa=U&ved=0ahUKEwiv2oaXqc3XAhWhv1QKHY6sCYkQtwIIFjAA&usg=AOvVaw1T9oUQDBH0QTP1RQZFRC-j";"Как оприходовать товар без чека как оприходовать товар ...";"null";"Как оприходовать товар без чека. Практически в каждой организации встречаются расходные операции, оплата по которым производится не по ...";"Приобретение товара за наличку? - Дт-Кт форум - Дебет-Кредит";"null";"Без идентификации поставщика ТОВ может оприходовать товар и закрыть ... приложить обязательно-товарный чек,фискальный чек или РН, как же Вы ...";"Товары без документов, как поставить на расход. [Архив] - Форум ...";"null";"21 фев 2011 ... товарный чек для перепродажи не подойдет : ГК с. 492 1. ... без документов. Тогда комиссия оприходует факт поступления товара.";"Как ИП оприходовать товар, купленный на рынке без чеков, с ...";"null";"День добрый. Интересует вопрос из области предпринимательства. Как ИП оприходовать товар, купленный с рынка без чеков, с целью ...";
"A2E5FA39-D40D-F56E-A756-148821BF9098";"Как определить пошлину на ввоз товаров";"kak-opredelit-poshlinu-na-vvoz-tovarov";"https://www.youtube.com/watch?v=Tlh-DL-nLVc&sa=U&ved=0ahUKEwjq29e7qc3XAhUIj1QKHbSqDIIQtwIIFjAA&usg=AOvVaw1EQ4LsRq1jfEoTibAFxvsI";"Рассчитать таможенные платежи | расчет пошлины Украина ...";"null";"Онлайн расчет таможенных платежей по соответствующему коду товара при ввозе в Украину.";"Таможенный калькулятор. Рассчитать таможенные платежи";"null";"Главная » Рассчитать таможенные платежи. Таможенный калькулятор. Рассчитать таможенные платежи. Таможенный калькулятор. Расчет ...";"Таможенные пошлины и платежи в РФ. Ввозные и вывозные ...";"null";"15 май 2015 ... При правильном оформлении импорта закупка товара за границей ... Однако его можно определить по аналогии с ввозной таможенной пошлиной. ... пошлины при ввозе определенного количества товара (в ...";"Ввоз товаров для личного использования физическими лицами ...";"null";"полное освобождение от уплаты таможенных пошлин, налогов, применение ... Предназначение товаров (для личного пользования) определяется ...";
"80BE1F9B-4365-5A0C-36E9-DEEB72D6BFED";"Как получить стандартный вычет с налога на доходы физических лиц";"kak-poluchit-standartnyy-vychet-s-naloga-na-dohody-fizicheskih-lic";"NIgU3CtDrgg";"Налоговые вычеты - Федеральная налоговая служба";"null";"Стандартные налоговые вычеты. (ст. ... По общему правилу налоговые вычеты по НДФЛ предоставляются по окончании налогового ... Подать декларацию в налоговый орган с целью получения вычета налогоплательщик может в ...";"Стандартные налоговые вычеты | ФНС | 77 город Москва";"null";"Написать заявление на получение стандартного налогового вычета на ребенка ... НДФЛ = 40 000 руб. х 13% = 5 200 руб., доход за вычетом НДФЛ ... их получить при подаче налоговой декларации по НДФЛ в налоговый орган по ...";"Налог на доходы физических лиц распространяет свое действие ...";"null";"По общему правилу налоговые вычеты по НДФЛ предоставляются по .... налогоплательщиков для получения стандартных налоговых вычетов Вы ...";"Налоговый вычет — Википедия";"null";"Нало́говый вы́чет — это сумма, на которую уменьшается налоговая база. Налоговые вычеты определяются законодательно и рассчитываются согласно условиям применения. К примеру, по налогу на доходы физических лиц, на данный момент в ... Согласно ранее действовавшим правилам, размер стандартного вычета ...";
"28D2A604-2CBA-923A-6BDD-1FEFCAAFDED7";"Что такое возмещение НДС";"chto-takoe-vozmeshchenie-nds";"dIfuQ428F_Q";"Возмещение НДС в Украине|порядок компенсации из бюджета";"null";"";"Возмещение НДС в Украине|порядок компенсации из бюджета";"null";"Порядок возмещения НДС в Украине. Кто имеет право на автоматическую компенсацию налога на добавленную стоимость, требования, соответствие  ...";"Изменения в возмещении НДС: что об этом нужно знать ...";"null";"В Украине принят новый Порядок ведения Реестра возмещения налога на добавленную стоимость. Цель – облегчить ведение бизнеса в Украине и ...";"Возмещение НДС. Оптимизация налогообложения | Элионорум";"null";"20% Как вернуть НДС в Украине. Порядок возмещения и актуальная схема возврата. Юридическая помощь в возмещении НДС ☎ +380 (44) 337-03-77.";
"56B91B6F-9ABF-B10D-2A2E-BE6C7455FC03";"Как получить возврат процентов по ипотеке";"kak-poluchit-vozvrat-procentov-po-ipoteke";"L_fk_XQgnlg";"Возврат налога по процентам по ипотеке - Налогия";"null";"";"Возврат процентов по ипотечному кредиту в 2017 году ...";"null";"Необходимые документы для получения процентов по возврату. необходимые документы Возврат ипотечного налога может производиться по мере ...";"Возврат налога по процентам по ипотеке - Налогия";"null";"Что такое вычет при выплате процентов по ипотеке ... Чтобы получить возврат по процентам, уплаченным, например, в 2012 году, Вам надо дождаться ...";"Возврат процентов по ипотечному кредиту - Налогия";"null";"Возврат налога происходит в рамках получения так называемого ... если Вы получаете вычет не только по квартире, но и по процентам по ипотеке, Вам ...";
"EDB14B4B-0A10-B992-2C54-D9C71E2EA069";"Как получить возврат сумм по оплате за обучение";"kak-poluchit-vozvrat-summ-po-oplate-za-obuchenie";"Ooke4kPFBGc";"как вернуть деньги за обучение украина 2017 (налоговая) | Голос ...";"null";"5 фев 2013 ... При этом максимально возможная сумма для компенсации в ... Документы для налоговой при возврате средств на обучение: 1.Ксерокопия договора с учебным заведением. 2.Справка с места учебы об оплате. 3.";"Налоговая скидка на обучение детей в 2016 году. Возврат налога";"null";"14 апр 2016 ... А родители – наоборот, должны работать, получать официальную заработную плату, и платить с ... Тогда можно оформлять возврат налога на обучение детей. ... Кассовая квитанция на оплату контракта на учебу ( оригинал) ... суммы возврата поможет семейный финансовый консультант.";"Налоговая скидка на обучение. Как? Кому? Сколько?";"null";"166.3.3 того же кодекса определяет, что сумма средств, потраченная на получение ... Если Ваш договор об оплате обучения оформлен на официально работающего ... -Как получать 30-40% годовых с гарантиями как у банка;";"Что такое налоговый возврат и как можно получить обратно ...";"null";"31 июл 2017 ... Возврат возможен за учебу, ипотеку и даже страхование ... деньги, помесячные квитанции на оплату контракта на учебу (оригинал) и ... налоговая может посчитать возврат, исходя из той суммы, которая будет ... Например, если ежемесячный платеж за обучение составляет 1 тыс. грн, ...";
